site,lat,long,nickname,year_sampled,Distance_m,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,Notes,date_sampled,line_id,y_obs,d_obs,est_d_death,age_days,sex,cause_death,age_class,plant.species.fol,N.per_fol,C.per_fol,N15_fol,C13_fol,dist2road,dist2river,dist2aw,region,soil_type,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,average_rainfall_mm,death_date,survey_date,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,death_month,survey_month,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey
B_2023_15,-25.15009,31.2842,Woody,2025,10,0.005,3.06,104.23,0.45,0.61,15.85,6.84,11.6,3.18,4.24,4.01,0.15,0.005,0.01,0.14,4.58,0.6,0.05,0.54,4.35,-17.73,NA,5-Mar-25,Woody_2025_soil,2023,28-Jan-23,1/25/2023,770,male,Natural,adult,NA,NA,NA,NA,NA,124.7936758,648.3532715,2191.235352,South,Granite,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,560.6265607,2023-01-25T00:00:00Z,2025-03-05T00:00:00Z,692.0179944,647.1735821,925.7168159,660.2829571,337,38,10,314.1592654,1.072704316,292.5967256,0.12,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2025-03-01T00:00:00Z,21.48686869,21.39545455,21.44090909,21.37222222,32,32.6,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2024,0.5,5.15,74.93,278.52,0.03,3.05,40.88,17.99,49.25,37.97,10.95,4.2,0.19,0.14,0.12,0.38,4.71,132.66,0.15,1.81,10.21,-14.74,NA,23-Mar-24,BigBull_2024_soil,2022,22-Feb-22,2/15/2022,767,male,Fighting,adult,NA,NA,NA,NA,NA,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2024-03-23T00:00:00Z,494.1417593,439.8931763,710.5236981,349.5821757,79,13,10,314.1592654,0.25146481,339.1923764,53.02,3.074074074,22,16,NA,0.18,0.38,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,23.23181818,33.1,33.5,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2024,15,4.97,2.34,75.64,0.1,15.25,9.62,5.35,17.2,6.9,3.82,2.86,0.41,0.25,0.13,0.26,5.85,100.36,0.14,2,6.32,-14.93,NA,23-Mar-24,BigBull_2024_soil,2022,22-Feb-22,2/15/2022,767,male,Fighting,adult,NA,NA,NA,NA,NA,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2024-03-23T00:00:00Z,494.1417593,439.8931763,710.5236981,349.5821757,79,13,10,314.1592654,0.25146481,339.1923764,53.02,3.074074074,22,16,NA,0.18,0.38,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,23.23181818,33.1,33.5,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2024,2.5,2.46,32.79,290.18,0.03,0.005,51.3,12.64,21.89,49.66,32.62,0.12,1.94,0.05,0.08,0.3,4.25,126.8,0.14,1.8,10.09,-13.91,NA,23-Mar-24,BigBull_2024_soil,2022,22-Feb-22,2/15/2022,767,male,Fighting,adult,NA,NA,NA,NA,NA,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2024-03-23T00:00:00Z,494.1417593,439.8931763,710.5236981,349.5821757,79,13,10,314.1592654,0.25146481,339.1923764,53.02,3.074074074,22,16,NA,0.18,0.38,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,23.23181818,33.1,33.5,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2024,10,4.66,5.76,129.58,0.8,15.25,11.22,5.83,30.5,19.31,5.67,1.86,0.5,0.28,0.17,0.27,5.95,99.08,0.17,2.35,6.66,-14.95,NA,23-Mar-24,BigBull_2024_soil,2022,22-Feb-22,2/15/2022,767,male,Fighting,adult,NA,NA,NA,NA,NA,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2024-03-23T00:00:00Z,494.1417593,439.8931763,710.5236981,349.5821757,79,13,10,314.1592654,0.25146481,339.1923764,53.02,3.074074074,22,16,NA,0.18,0.38,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,23.23181818,33.1,33.5,late_wet,late_wet
B_2022_11,-24.536754,31.882148,Big Bull,2024,5,5.21,19.21,189.52,0.03,6.1,20.04,10.21,36.75,26.21,9.1,1.74,0.44,0.21,0.14,0.28,5.46,134.95,0.16,2.03,9.07,-13.71,NA,23-Mar-24,BigBull_2024_soil,2022,22-Feb-22,2/15/2022,767,male,Fighting,adult,NA,NA,NA,NA,NA,1645.319292,4528.797363,5264.649902,Central,Basalt,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,405.5562511,2022-02-15T00:00:00Z,2024-03-23T00:00:00Z,494.1417593,439.8931763,710.5236981,349.5821757,79,13,10,314.1592654,0.25146481,339.1923764,53.02,3.074074074,22,16,NA,0.18,0.38,NA,NA,NA,NA,NA,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.13333333,22.81818182,22.89545455,23.23181818,33.1,33.5,late_wet,late_wet
B_2023_19,-23.06706,31.35151,Flats,2025,2.5,0.87,18.37,297.46,1.05,91.52,98.84,8.18,15.93,21.72,7.72,0.02,0.005,0.11,0.06,0.17,7.69,19.18,0.16,2.39,5.54,-13.94,NA,12-Mar-25,Flats_2025_soil,2023,23-Feb-23,2/21/2023,750,female,Natural,adult,NA,NA,NA,NA,NA,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2025-03-12T00:00:00Z,439.5692602,441.4717784,180.15639,447.9595156,347,31,10,314.1592654,1.104535305,319.3528437,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.09444444,35.2,37.6,late_wet,late_wet
B_2023_19,-23.06706,31.35151,Flats,2025,10,0.7,2.3,111.5,0.4,97.63,55.76,5,13.81,4.15,3.18,0.02,0.005,0.02,0.03,0.08,7.79,17.78,0.18,2.75,4.36,-14.03,NA,12-Mar-25,Flats_2025_soil,2023,23-Feb-23,2/21/2023,750,female,Natural,adult,NA,NA,NA,NA,NA,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2025-03-12T00:00:00Z,439.5692602,441.4717784,180.15639,447.9595156,347,31,10,314.1592654,1.104535305,319.3528437,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.09444444,35.2,37.6,late_wet,late_wet
B_2023_19,-23.06706,31.35151,Flats,2025,0.5,2.94,30.21,400.7,1.57,82.37,113.93,9.14,25.75,34.93,16.2,0.02,0.01,0.22,0.06,0.21,7.48,48.58,0.2,2.83,6.93,-13.94,NA,12-Mar-25,Flats_2025_soil,2023,23-Feb-23,2/21/2023,750,female,Natural,adult,NA,NA,NA,NA,NA,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2025-03-12T00:00:00Z,439.5692602,441.4717784,180.15639,447.9595156,347,31,10,314.1592654,1.104535305,319.3528437,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.09444444,35.2,37.6,late_wet,late_wet
B_2023_21,-25.08175,31.52685,Marula,2025,10,0.26,2.23,32.4,0.03,9.15,3.41,2.63,13.4,3.33,4.8,17.01,0.2,0.13,0.09,0.05,6.09,14.03,0.07,0.85,6.03,-17.62,NA,6-Mar-25,Marula_2025_soil,2023,25-Feb-23,2/21/2023,744,male,Natural,adult,NA,NA,NA,NA,NA,397.1828108,4222.413086,3396.848633,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense T. sericea bush savanna with C.zeheri dominant on crest,Moderately undulating plains sloping down to Sabie,SK06: Renosterkoppies,484.1252237,2023-02-21T00:00:00Z,2025-03-06T00:00:00Z,530.5638015,806.5520139,437.8057995,515.5463347,193,32,10,314.1592654,0.61433808,333.3174301,0,0,0,0,NA,0.98,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,22.29494949,22.02272727,22.45,22.17777778,31.5,33.4,late_wet,late_wet
B_2023_21,-25.08175,31.52685,Marula,2025,2.5,6.34,7.75,23.1,0.03,21.36,6.34,2.76,21.54,5.36,7.01,13.71,0.17,0.21,0.09,0.12,6.45,91.45,0.13,1.49,9.29,-19.75,NA,6-Mar-25,Marula_2025_soil,2023,25-Feb-23,2/21/2023,744,male,Natural,adult,NA,NA,NA,NA,NA,397.1828108,4222.413086,3396.848633,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense T. sericea bush savanna with C.zeheri dominant on crest,Moderately undulating plains sloping down to Sabie,SK06: Renosterkoppies,484.1252237,2023-02-21T00:00:00Z,2025-03-06T00:00:00Z,530.5638015,806.5520139,437.8057995,515.5463347,193,32,10,314.1592654,0.61433808,333.3174301,0,0,0,0,NA,0.98,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,22.29494949,22.02272727,22.45,22.17777778,31.5,33.4,late_wet,late_wet
B_2023_21,-25.08175,31.52685,Marula,2025,0.5,8.29,12.23,22.06,0.27,27.46,8.3,3.32,24.78,10.61,12.75,14.01,0.29,0.09,0.1,0.11,6.11,74.31,0.18,1.89,11.17,-21.45,NA,6-Mar-25,Marula_2025_soil,2023,25-Feb-23,2/21/2023,744,male,Natural,adult,NA,NA,NA,NA,NA,397.1828108,4222.413086,3396.848633,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense T. sericea bush savanna with C.zeheri dominant on crest,Moderately undulating plains sloping down to Sabie,SK06: Renosterkoppies,484.1252237,2023-02-21T00:00:00Z,2025-03-06T00:00:00Z,530.5638015,806.5520139,437.8057995,515.5463347,193,32,10,314.1592654,0.61433808,333.3174301,0,0,0,0,NA,0.98,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,22.29494949,22.02272727,22.45,22.17777778,31.5,33.4,late_wet,late_wet
B_2022_33,-23.06978,30.91227,Msinya,2024,0.5,1.26,1.92,5048.37,139.55,0.005,703.77,424.37,196.27,64.83,181.37,3.57,0.9,0.2,0.12,0.005,4.43,256.74,0.26,1.64,18.06,-20.62,NA,20-Mar-24,Msinya_2024_soil,2022,4-Apr-23,4/9/2022,711,male,Poached,adult,NA,NA,NA,NA,NA,1089.562752,2585.275391,6672.101074,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,371.9511807,2022-04-09T00:00:00Z,2024-03-20T00:00:00Z,475.065034,361.1855645,384.218508,169.310101,111,11,10,314.1592654,0.353323974,243.2335908,85.79,2.69047619,11,31,NA,0.66,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.95505051,22.53181818,23.08636364,23.38636364,32.8,33.2,dry,late_wet
B_2022_33,-23.06978,30.91227,Msinya,2024,2.5,13.33,0.02,22.32,10.82,6.1,9.62,4.86,0.78,0.45,25.53,0.56,2.18,0.14,0.2,0.005,4.69,267.59,0.19,1.65,14.01,-21.26,NA,20-Mar-24,Msinya_2024_soil,2022,4-Apr-23,4/9/2022,711,male,Poached,adult,NA,NA,NA,NA,NA,1089.562752,2585.275391,6672.101074,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,371.9511807,2022-04-09T00:00:00Z,2024-03-20T00:00:00Z,475.065034,361.1855645,384.218508,169.310101,111,11,10,314.1592654,0.353323974,243.2335908,85.79,2.69047619,11,31,NA,0.66,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.95505051,22.53181818,23.08636364,23.38636364,32.8,33.2,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2024,0.5,8.46,38.6,695.68,0.67,0.005,105.81,36.46,145.76,7.27,4.24,0.05,0.07,0.04,0.15,0.05,4.42,78.52,0.09,0.85,11.89,-19.11,NA,13-Mar-24,Matjulu_2024_soil,2022,15-Apr-22,4/15/2022,698,male,DCA,adult,NA,NA,NA,NA,NA,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2024-03-13T00:00:00Z,780.0880836,805.0668554,1108.148101,795.1683435,141,34,10,314.1592654,0.44881694,246.7322533,0.35,5,4,0,1.43,NA,0.02,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.42727273,31.8,32.3,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2024,2.5,4.61,27.28,527.52,0.03,0.005,84.97,33.54,80.85,7.64,4.53,0.06,0.09,0.04,0.06,0.07,4.38,71.43,0.12,1.19,8.79,-18.49,NA,13-Mar-24,Matjulu_2024_soil,2022,15-Apr-22,4/15/2022,698,male,DCA,adult,NA,NA,NA,NA,NA,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2024-03-13T00:00:00Z,780.0880836,805.0668554,1108.148101,795.1683435,141,34,10,314.1592654,0.44881694,246.7322533,0.35,5,4,0,1.43,NA,0.02,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.42727273,31.8,32.3,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2024,15,0.48,26.9,318.05,0.03,0.005,50.5,19.9,41.78,13.1,3.45,0.05,0.04,0.06,0.07,0.05,4.49,1.35,0.07,0.8,5.23,-16.33,NA,13-Mar-24,Matjulu_2024_soil,2022,15-Apr-22,4/15/2022,698,male,DCA,adult,NA,NA,NA,NA,NA,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2024-03-13T00:00:00Z,780.0880836,805.0668554,1108.148101,795.1683435,141,34,10,314.1592654,0.44881694,246.7322533,0.35,5,4,0,1.43,NA,0.02,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.42727273,31.8,32.3,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2024,10,0.14,9.13,355.23,0.06,0.005,60.92,18.76,41.03,8.06,3.57,0.05,0.03,0.03,0.05,0.04,4.45,22.35,0.09,0.95,6.16,-17.16,NA,13-Mar-24,Matjulu_2024_soil,2022,15-Apr-22,4/15/2022,698,male,DCA,adult,NA,NA,NA,NA,NA,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2024-03-13T00:00:00Z,780.0880836,805.0668554,1108.148101,795.1683435,141,34,10,314.1592654,0.44881694,246.7322533,0.35,5,4,0,1.43,NA,0.02,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.42727273,31.8,32.3,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2024,5,0.98,30.66,608.88,0.11,0.005,128.25,30.14,51.37,8.14,4.21,0.04,0.06,0.04,0.06,0.06,4.41,88.1,0.11,1.23,7.09,-19.61,NA,13-Mar-24,Matjulu_2024_soil,2022,15-Apr-22,4/15/2022,698,male,DCA,adult,NA,NA,NA,NA,NA,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2024-03-13T00:00:00Z,780.0880836,805.0668554,1108.148101,795.1683435,141,34,10,314.1592654,0.44881694,246.7322533,0.35,5,4,0,1.43,NA,0.02,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.42727273,31.8,32.3,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2024,0.5,17.33,28.82,29.73,0.27,21.36,14.43,9.24,35.97,15,42.87,2.6,0.43,0.17,0.22,0.09,5.85,145.52,0.17,1.82,11.32,-16.68,NA,11-Mar-24,Airport_2024_soil,2022,15-Apr-22,4/15/2022,696,male,DCA,adult,NA,NA,NA,NA,NA,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2024-03-11T00:00:00Z,539.4891135,578.2764215,709.1182847,508.730083,386,41,10,314.1592654,1.228676161,380.4136073,0.48,5,14,0,0.05,3.16,0.89,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.48636364,32.1,32.6,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2024,2.5,12,32.66,58.39,1.75,82.37,24.85,13.12,44.97,11.66,30.11,2.81,0.15,0.12,0.14,0.08,7.09,133.05,0.21,2.26,11,-17.68,NA,11-Mar-24,Airport_2024_soil,2022,15-Apr-22,4/15/2022,696,male,DCA,adult,NA,NA,NA,NA,NA,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2024-03-11T00:00:00Z,539.4891135,578.2764215,709.1182847,508.730083,386,41,10,314.1592654,1.228676161,380.4136073,0.48,5,14,0,0.05,3.16,0.89,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.48636364,32.1,32.6,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2024,10,3.27,11.53,26.04,0.23,15.25,7.21,5.35,14.08,2.76,13.35,2.64,0.33,0.17,0.15,0.1,5.84,51.88,0.11,1.3,8.73,-16.96,NA,11-Mar-24,Airport_2024_soil,2022,15-Apr-22,4/15/2022,696,male,DCA,adult,NA,NA,NA,NA,NA,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2024-03-11T00:00:00Z,539.4891135,578.2764215,709.1182847,508.730083,386,41,10,314.1592654,1.228676161,380.4136073,0.48,5,14,0,0.05,3.16,0.89,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.48636364,32.1,32.6,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2024,15,0.005,24.98,32.24,0.03,18.3,15.23,4.37,16.42,7.82,23.26,3.11,0.27,0.14,0.1,0.09,5.95,4.76,0.14,1.6,8.63,-17.55,NA,11-Mar-24,Airport_2024_soil,2022,15-Apr-22,4/15/2022,696,male,DCA,adult,NA,NA,NA,NA,NA,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2024-03-11T00:00:00Z,539.4891135,578.2764215,709.1182847,508.730083,386,41,10,314.1592654,1.228676161,380.4136073,0.48,5,14,0,0.05,3.16,0.89,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.48636364,32.1,32.6,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2024,5,8.25,17.29,24.8,0.13,24.41,12.02,5.83,20.33,7.09,20.32,1.7,0.34,0.17,0.17,0.09,6.05,71.43,0.15,1.66,9.81,-17.59,NA,11-Mar-24,Airport_2024_soil,2022,15-Apr-22,4/15/2022,696,male,DCA,adult,NA,NA,NA,NA,NA,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2024-03-11T00:00:00Z,539.4891135,578.2764215,709.1182847,508.730083,386,41,10,314.1592654,1.228676161,380.4136073,0.48,5,14,0,0.05,3.16,0.89,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.48636364,32.1,32.6,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2025,10,0.81,2.89,84.35,0.03,6.1,15.81,6.44,10.53,4.72,2.84,8.78,0.09,0.17,0.03,0.17,5.43,33.12,0.14,1.82,5.4,-18.1,NA,12-Mar-25,Phugwane_2025_soil,2023,19-Apr-23,4/19/2023,693,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2025-03-12T00:00:00Z,476.3773476,415.0487573,206.4700146,498.2057996,242,19,10,314.1592654,0.770309925,328.2468205,0.5,5,41,0,0.08,0.44,0.4,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2025-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.90555556,34.8,37.4,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2025,0.5,2.4,58.11,806.19,12.62,61.02,170.16,32.33,37.08,63.99,166.11,1.12,0.01,0.16,0.02,0.13,7.47,61.43,0.17,1.85,8.54,-17.52,NA,12-Mar-25,Phugwane_2025_soil,2023,19-Apr-23,4/19/2023,693,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2025-03-12T00:00:00Z,476.3773476,415.0487573,206.4700146,498.2057996,242,19,10,314.1592654,0.770309925,328.2468205,0.5,5,41,0,0.08,0.44,0.4,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2025-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.90555556,34.8,37.4,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2025,2.5,3.26,7.18,103.87,0.03,15.25,17.36,5.69,11.03,19.66,8.5,8.65,0.1,0.62,0.05,0.17,6.29,35.84,0.15,1.8,7.21,-17.2,NA,12-Mar-25,Phugwane_2025_soil,2023,19-Apr-23,4/19/2023,693,male,Management,adult,NA,NA,NA,NA,NA,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2025-03-12T00:00:00Z,476.3773476,415.0487573,206.4700146,498.2057996,242,19,10,314.1592654,0.770309925,328.2468205,0.5,5,41,0,0.08,0.44,0.4,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2025-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.90555556,34.8,37.4,dry,late_wet
