site,lat,long,nickname,year_sampled,Distance_m,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,Notes,date_sampled,line_id,y_obs,d_obs,est_d_death,age_days,sex,cause_death,age_class,plant.species.fol,N.per_fol,C.per_fol,N15_fol,C13_fol,dist2road,dist2river,dist2aw,region,soil_type,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,average_rainfall_mm,death_date,survey_date,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,death_month,survey_month,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey
B_2023_19,-23.06706,31.35151,Flats,2024,10,0.99,11.53,30.77,0.03,97.63,34.47,3.89,9.58,7.07,6.64,0.17,0.01,0.07,0.04,0.47,7.27,12.94,0.17,2.54,4.13,-14.07,NA,21-Mar-24,Flats_2024_soil,2023,23-Feb-23,2/21/2023,394,female,Natural,adult,Colophospermum mopane,1.983,46.814,5.493726486,-27.21018696,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2024-03-21T00:00:00Z,439.5692602,441.4717784,180.15639,192.8069208,347,31,10,314.1592654,1.104535305,319.3528437,5.81,4.846153846,12,1,NA,0.45,0.86,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2024-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.04545455,35.2,35.1,late_wet,late_wet
B_2022_37,-23.86795,31.54198,Nhlanganini,2024,15,5.33,32.66,71.19,1.13,18.3,17.63,11.18,14.18,7.59,10.53,1.4,0.02,0.05,0.05,0.16,6.26,73.34,0.17,2.23,5.76,-16.56,NA,16-Mar-24,Nhlanganini_2024_soil,2022,4-May-22,4/28/2022,688,male,Natural,adult,Colophospermum mopane,1.991,46.641,3.613752802,-27.82261137,139.2737201,4837.447266,8105.197266,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,366.0817611,2022-04-28T00:00:00Z,2024-03-16T00:00:00Z,454.8973534,411.3091843,464.5164974,297.4614496,316,33,10,314.1592654,1.00585924,348.7384003,79.3,3.852941176,20,13,0.13,3.11,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.71111111,23.40909091,23.73181818,23.97727273,34.8,35.1,dry,late_wet
B_2023_38,-23.260311,31.464111,Mahlati,2024,15,1.43,21.13,45.46,0.45,88.47,37.67,5,14.63,11.6,18.29,0.18,0.01,0.04,0.04,0.18,7.12,23.84,0.18,3.01,5.07,-12.63,NA,18-Mar-24,Mahlati_2024_soil,2023,26-May-23,5/12/2023,311,male,Natural,adult,Colophospermum mopane,2,47.425,2.13935691,-27.28260718,23.69814816,10152.50586,4480.57959,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,402.0563411,2023-05-12T00:00:00Z,2024-03-18T00:00:00Z,422.717012,357.7837964,214.9998305,211.8921189,303,50,10,314.1592654,0.964478955,348.6506409,47.53,4.239130435,105,17,0.01,0.45,0.28,0.32,NA,NA,NA,NA,2023-05-01T00:00:00Z,2024-03-01T00:00:00Z,23.52474747,23.51818182,23.63636364,23.75454545,34.6,34.8,dry,late_wet
B_2022_37,-23.86795,31.54198,Nhlanganini,2024,5,11.05,17.13,248.02,0.67,6.1,36.87,21.87,30.5,12.49,7.05,0.08,0.01,0.05,0.04,0.18,5.44,113.69,0.19,2.31,8.6,-18.73,NA,16-Mar-24,Nhlanganini_2024_soil,2022,4-May-22,4/28/2022,688,male,Natural,adult,Colophospermum mopane,2.019,46.415,5.255620964,-27.84416244,139.2737201,4837.447266,8105.197266,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,366.0817611,2022-04-28T00:00:00Z,2024-03-16T00:00:00Z,454.8973534,411.3091843,464.5164974,297.4614496,316,33,10,314.1592654,1.00585924,348.7384003,79.3,3.852941176,20,13,0.13,3.11,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.71111111,23.40909091,23.73181818,23.97727273,34.8,35.1,dry,late_wet
B_2022_37,-23.86795,31.54198,Nhlanganini,2024,10,5.09,2.52,74.26,0.35,15.25,9.78,6.81,12.51,7.36,5.53,3.52,0.03,0.04,0.06,0.17,5.94,40.46,0.17,2.51,5.27,-15.52,NA,16-Mar-24,Nhlanganini_2024_soil,2022,4-May-22,4/28/2022,688,male,Natural,adult,Colophospermum mopane,2.019,46.349,10.14682722,-27.63276399,139.2737201,4837.447266,8105.197266,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,366.0817611,2022-04-28T00:00:00Z,2024-03-16T00:00:00Z,454.8973534,411.3091843,464.5164974,297.4614496,316,33,10,314.1592654,1.00585924,348.7384003,79.3,3.852941176,20,13,0.13,3.11,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.71111111,23.40909091,23.73181818,23.97727273,34.8,35.1,dry,late_wet
B_2023_32,-23.051003,31.268992,Phugwane,2024,10,0.94,15.37,25.11,0.03,27.46,11.22,6.32,6.26,2.3,5.83,1.1,0.18,0.06,0.06,0.31,6.49,46.46,0.15,1.87,5.2,-18.23,NA,21-Mar-24,Phugwane_2024_soil,2023,19-Apr-23,4/19/2023,337,male,Management,adult,Colophospermum mopane,2.025,48.561,4.430946465,-26.80337681,1374.971616,2226.422852,6070.612793,North,Granite,Colophospermum mopane shrubveld on basalt,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,409.5510445,2023-04-19T00:00:00Z,2024-03-21T00:00:00Z,476.3773476,415.0487573,206.4700146,201.7411022,242,19,10,314.1592654,0.770309925,328.2468205,0.67,5,41,0,NA,8.69,0.49,NA,NA,NA,NA,NA,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,23.65858586,23.55,23.85909091,23.89545455,34.8,34.8,dry,late_wet
B_2023_5,-23.70609,31.57687,Giriyondo,2024,5,1.21,16.22,363.9,0.6,0.005,34.47,30.14,46.94,31.93,20.03,0.08,0.02,0.04,0.04,0.17,4.06,89.36,0.13,2.29,6.43,-13.58,NA,16-Mar-24,Giriyondo_2024_soil,2023,12-Jan-23,1/10/2023,431,male,Natural,adult,Colophospermum mopane,2.026,47.255,5.395861626,-26.49307453,19.14731014,7000.228027,4334.963867,Central,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,360.4362185,2023-01-10T00:00:00Z,2024-03-16T00:00:00Z,420.1160821,322.6516035,351.8327339,252.0578506,172,33,10,314.1592654,0.547493004,329.2081704,0.68,5,14,0,NA,3.95,0.17,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2024-03-01T00:00:00Z,23.40909091,23.36818182,23.55909091,23.69545455,34.1,34.6,late_wet,late_wet
B_2024_8,-23.1807,31.30728,Red Rocks,2025,5,1.5,6.18,45.7,0.03,122.03,38.19,5.78,22.91,4.64,8.07,0.73,0.01,0.32,0.03,0.15,7.82,31.5,0.14,1.85,6.49,-16.35,NA,12-Mar-25,RedRocks_2025_soil,2024,19-Mar-24,19-Mar-24,358,male,Fighting,adult,Colophospermum mopane,2.04,48.52,4.35,-27.82,3.68347821,1188.589478,1661.536987,North,Granite,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,NA,2024-03-19T00:00:00Z,2025-03-12T00:00:00Z,428.4439557,194.9210618,442.4351475,442.4351475,551,33,10,314.1592654,1.753887473,360.5622954,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.54848485,23.81818182,23.79375,23.77777778,34.7,37.3,late_wet,late_wet
B_2022_37,-23.86795,31.54198,Nhlanganini,2025,5,7.59,5.81,85.69,0.03,18.3,15.81,21.6,23.04,5.42,3.44,38.63,0.14,0.23,0.06,0.06,6.51,63.62,0.17,2.35,5.52,-17.7,NA,15-Mar-25,Nhlanganini_2025_soil,2022,4-May-22,4/28/2022,1052,male,Natural,adult,Colophospermum mopane,2.05,46.57,9.46,-26.71,139.2737201,4837.447266,8105.197266,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,366.0817611,2022-04-28T00:00:00Z,2025-03-15T00:00:00Z,454.8973534,411.3091843,464.5164974,375.5205851,316,33,10,314.1592654,1.00585924,348.7384003,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2025-03-01T00:00:00Z,23.71111111,23.40909091,23.73181818,23.72222222,34.8,37.1,dry,late_wet
B_2024_152,-23.86305,31.58741,Mpfula,2025,15,0.49,5.52,168.44,0.95,30.51,35.89,15.26,3.82,6.03,5.38,0.05,0.01,0.3,0.06,0.03,6.64,21.31,0.11,1.43,5.2,-17.94,NA,15-Mar-25,Mpfula_2025_soil,2024,not_provided,1-Sep-24,195,male,Not_natural,adult,Colophospermum mopane,2.07,49.19,2.73,-27.57,319.6804159,1332.50293,6855.797852,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,NA,2024-09-01T00:00:00Z,2025-03-15T00:00:00Z,408.7639426,251.2609057,346.4454834,342.1331935,274,31,10,314.1592654,0.872169088,343.4580083,4.6,4.823529412,52,2,0.08,1.14,NA,NA,NA,NA,NA,NA,2024-09-01T00:00:00Z,2025-03-01T00:00:00Z,23.86969697,24.03636364,29.375,23.86111111,35.2,37.2,dry,late_wet
B_2023_5,-23.70609,31.57687,Giriyondo,2024,15,2.54,7.68,48.36,0.59,12.2,3.08,4.89,9.38,14.25,10.76,2.38,0.24,0.07,0.07,0.15,6.06,64.7,0.12,2.03,5.53,-14.14,NA,16-Mar-24,Giriyondo_2024_soil,2023,12-Jan-23,1/10/2023,431,male,Natural,adult,Colophospermum mopane,2.088,46.959,3.56644056,-27.58173755,19.14731014,7000.228027,4334.963867,Central,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,360.4362185,2023-01-10T00:00:00Z,2024-03-16T00:00:00Z,420.1160821,322.6516035,351.8327339,252.0578506,172,33,10,314.1592654,0.547493004,329.2081704,0.68,5,14,0,NA,3.95,0.17,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2024-03-01T00:00:00Z,23.40909091,23.36818182,23.55909091,23.69545455,34.1,34.6,late_wet,late_wet
B_2023_19,-23.06706,31.35151,Flats,2025,15,0.2,1.97,80.71,2.09,91.52,50.33,4.21,10.06,3.85,3.71,0.02,0.005,0.04,0.07,0.17,8.01,370.19,0.18,2.72,4.31,-13.92,NA,12-Mar-25,Flats_2025_soil,2023,23-Feb-23,2/21/2023,750,female,Natural,adult,Colophospermum mopane,2.11,46.75,4.25,-27.23,1133.617664,2712.178955,3233.879639,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,409.2332781,2023-02-21T00:00:00Z,2025-03-12T00:00:00Z,439.5692602,441.4717784,180.15639,447.9595156,347,31,10,314.1592654,1.104535305,319.3528437,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,23.81212121,23.71818182,24.04545455,24.09444444,35.2,37.6,late_wet,late_wet
B_2023_131,-23.11294,31.53799,Limpopo,2025,5,0.75,16.32,257.61,1.63,0.61,38.44,19.1,36.63,21,12.63,0.2,0.03,0.15,0.06,0.1,4.6,427.64,0.09,1.31,7.12,-17.24,NA,14-Mar-25,Limpopo_2025_soil,2023,24-Nov-23,10-Nov-23,490,Female,Natural,adult,Colophospermum mopane,2.11,46.51,5.34,-27.23,4.937845573,5822.512207,6665.002441,North,Basalt,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,427.6047283,2023-11-10T00:00:00Z,2025-03-14T00:00:00Z,407.8125291,345.3684454,220.5473533,409.6614585,424,37,10,314.1592654,1.349633917,301.7845535,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,2023-11-01T00:00:00Z,2025-03-01T00:00:00Z,23.76313131,23.74545455,24.71818182,24.01666667,34.4,37.4,early_wet,late_wet
B_2023_21,-25.08175,31.52685,Marula,2025,5,0.69,2.83,84.58,0.03,9.15,9.33,3.42,18.25,4.93,5.01,8.24,0.13,0.17,0.08,0.06,6.08,30.63,0.1,1.18,6.68,-18.53,NA,6-Mar-25,Marula_2025_soil,2023,25-Feb-23,2/21/2023,744,male,Natural,adult,Combretum apiculatum,2.13,45.31,7.23,-29.14,397.1828108,4222.413086,3396.848633,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense T. sericea bush savanna with C.zeheri dominant on crest,Moderately undulating plains sloping down to Sabie,SK06: Renosterkoppies,484.1252237,2023-02-21T00:00:00Z,2025-03-06T00:00:00Z,530.5638015,806.5520139,437.8057995,515.5463347,193,32,10,314.1592654,0.61433808,333.3174301,0,0,0,0,NA,0.98,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2025-03-01T00:00:00Z,22.29494949,22.02272727,22.45,22.17777778,31.5,33.4,late_wet,late_wet
B_2017_64,-22.97023,31.40587,Burn,2024,5,1.03,26.9,105.4,0.42,67.12,30.46,22.85,3.91,0.46,7.13,0.01,1.73,0.15,0.09,0.005,7.12,21.8,0.18,2.7,6.06,-12.63,NA,19-Mar-24,Burn_2024_soil,2017,30-Jun-17,6/29/2017,2455,male,Poached,adult,Colophospermum mopane,2.136,46.556,7.627938809,-26.90153635,51.78762972,7859.619141,2184.4021,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,415.7226831,2017-06-29T00:00:00Z,2024-03-19T00:00:00Z,424.9834886,1257.711692,892.1789026,174.6498821,217,23,10,314.1592654,0.690732453,282.9853097,10.32,4.382352941,26,8,NA,0.01,0.28,NA,NA,NA,NA,NA,2017-06-01T00:00:00Z,2024-03-01T00:00:00Z,23.62626263,23.45909091,23.36818182,23.84090909,34.9,34.9,dry,late_wet
B_2022_61,-23.12896,31.43464,Mopane,2024,2.5,2.43,90.3,2850.94,14.39,18.3,529.03,168.19,157.96,157.34,124.57,0.09,0.01,0.1,0.04,0.2,6.38,120.17,0.25,2.97,13.76,-14.11,NA,18-Mar-24,Mopane_2024_soil,2022,7-Jul-22,7/7/2022,620,male,DCA,adult,Colophospermum mopane,2.139,46.881,11.13434268,-27.51386548,524.4575113,1548.173096,2296.010254,North,Basalt,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,384.6655571,2022-07-07T00:00:00Z,2024-03-18T00:00:00Z,406.8536927,400.0614641,348.7654159,181.7907423,706,59,10,314.1592654,2.247267796,364.5905758,14.26,4.877192982,197,3,0.01,0.83,NA,NA,NA,NA,NA,NA,2022-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.62474747,23.18636364,23.85909091,23.83181818,34.4,35,dry,late_wet
B_2023_38,-23.260311,31.464111,Mahlati,2025,15,0.43,3.03,14.09,0.03,112.88,25.1,3.97,14.02,7.25,3.13,0.87,0.01,0.21,0.05,0.08,7.92,20.75,0.17,3.14,4.98,-11.19,NA,11-Mar-25,Mahlati_2025_soil,2023,26-May-23,5/12/2023,669,male,Natural,adult,Colophospermum mopane,2.14,48.1,2.96,-28.52,23.69814816,10152.50586,4480.57959,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,402.0563411,2023-05-12T00:00:00Z,2025-03-11T00:00:00Z,422.717012,357.7837964,214.9998305,396.3051426,303,50,10,314.1592654,0.964478955,348.6506409,83.22,3.294117647,23,20,0.02,NA,0.52,NA,NA,NA,NA,NA,2023-05-01T00:00:00Z,2025-03-01T00:00:00Z,23.52474747,23.51818182,23.63636364,23.73333333,34.6,37.3,dry,late_wet
B_2022_33,-23.06978,30.91227,Msinya,2024,5,1.7,48.03,158.7,2.77,9.15,28.86,20.9,37.53,0.26,22.96,0.42,1.5,1.86,0.13,0.005,5.32,55.05,0.11,1.18,9.13,-18.69,NA,20-Mar-24,Msinya_2024_soil,2022,4-Apr-23,4/9/2022,711,male,Poached,adult,Colophospermum mopane,2.148,46.981,14.03744704,-26.68854037,1089.562752,2585.275391,6672.101074,North,Granite,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,371.9511807,2022-04-09T00:00:00Z,2024-03-20T00:00:00Z,475.065034,361.1855645,384.218508,169.310101,111,11,10,314.1592654,0.353323974,243.2335908,85.79,2.69047619,11,31,NA,0.66,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2024-03-01T00:00:00Z,22.95505051,22.53181818,23.08636364,23.38636364,32.8,33.2,dry,late_wet
B_2022_61,-23.12896,31.43464,Mopane,2024,5,2.32,24.98,116.99,1.23,79.32,40.08,9.72,26.73,11.7,10.35,0.56,0.01,0.11,0.04,0.21,6.99,22.72,0.18,2.82,5.15,-13.55,NA,18-Mar-24,Mopane_2024_soil,2022,7-Jul-22,7/7/2022,620,male,DCA,adult,Colophospermum mopane,2.157,46.466,9.436048691,-24.6153382,524.4575113,1548.173096,2296.010254,North,Basalt,Combretum / Colophospermum mopane Rugged Veld,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,384.6655571,2022-07-07T00:00:00Z,2024-03-18T00:00:00Z,406.8536927,400.0614641,348.7654159,181.7907423,706,59,10,314.1592654,2.247267796,364.5905758,14.26,4.877192982,197,3,0.01,0.83,NA,NA,NA,NA,NA,NA,2022-07-01T00:00:00Z,2024-03-01T00:00:00Z,23.62474747,23.18636364,23.85909091,23.83181818,34.4,35,dry,late_wet
B_2022_32,-25.433326,31.455763,Matjulu,2025,5,3.41,3.62,5.42,1.93,6.1,2.23,1.9,10.58,3.56,4.21,12.03,0.19,0.29,0.08,0.04,5.46,64.79,0.08,0.91,8.02,-17.96,NA,6-Mar-25,Matjulu_2025_soil,2022,15-Apr-22,4/15/2022,1056,male,DCA,adult,Flueggea virosa,2.17,46.2,3.99,-30.28,610.7124974,5269.643555,3756.808594,South,Granite,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,577.8625054,2022-04-15T00:00:00Z,2025-03-06T00:00:00Z,780.0880836,805.0668554,1108.148101,773.3434711,141,34,10,314.1592654,0.44881694,246.7322533,2.16,4.25,4,1,1.12,0.1,NA,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2025-03-01T00:00:00Z,22.27878788,21.80454545,22.25454545,22.18333333,31.8,32.6,dry,late_wet
B_2022_30,-24.97095,31.61932,Airport,2025,5,7.59,3.6,82.13,0.62,12.2,19.77,9.16,47.85,7.87,8.97,2.12,0.24,0.36,0.23,0.19,5.97,331.18,0.13,1.49,9.76,-17.03,NA,3-Mar-25,Airport_2025_soil,2022,15-Apr-22,4/15/2022,1053,male,DCA,adult,Grewia bicolor,2.18,44.97,7.13,-30.82,632.8392603,1640.893921,4457.464355,South,Granite,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,475.9185388,2022-04-15T00:00:00Z,2025-03-03T00:00:00Z,539.4891135,578.2764215,709.1182847,526.0844822,386,41,10,314.1592654,1.228676161,380.4136073,0,0,0,0,0.04,NA,2.44,NA,NA,NA,NA,NA,2022-04-01T00:00:00Z,2025-03-01T00:00:00Z,22.31717172,21.95,22.24090909,22.11666667,32.1,33.8,dry,late_wet
B_2023_137,-23.10071,31.43368,Shingwedzi,2024,5,4.02,8.51,223.96,1.52,61.02,52.9,10.69,33.62,17.13,10.33,0.15,0.005,0.06,0.04,0.16,7.29,59.41,0.09,1.72,6.75,-9.32,NA,18-Mar-24,Shingwedzi_2024_soil,2023,8-Dec-23,6-Dec-23,103,Female,not_provided,adult,Colophospermum mopane,2.188,47.397,5.228520955,-26.88833526,0.113099114,1557.562622,2736.833984,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,378.8945004,2023-12-06T00:00:00Z,2024-03-18T00:00:00Z,406.8536927,299.1364988,268.3465252,181.7907423,613,54,10,314.1592654,1.951239602,341.6835724,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-01T00:00:00Z,2024-03-01T00:00:00Z,23.5010101,23.36818182,24.45909091,23.71363636,34.4,35.1,early_wet,late_wet
B_2018_42,-22.98698,31.42183,Mashekeni,2025,15,1.46,1.6,44.69,0.03,24.41,28.5,20.47,26.97,6.65,5.64,24.13,0.24,0.16,0.1,0.06,6.52,50.57,0.11,1.82,5.38,-13.73,NA,13-Mar-25,Mashekeni_2025_soil,2018,25-Mar-18,3/20/2018,2550,male,Poached,adult,Colophospermum mopane,2.2,47.87,3.53,-28.29,318.4484804,6889.318848,1015.946899,North,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,425.0517902,2018-03-20T00:00:00Z,2025-03-13T00:00:00Z,424.9834886,880.5204201,681.7313852,455.913723,203,21,10,314.1592654,0.646169069,278.4721258,30.38,4.184210526,41,16,0.02,0.42,NA,0.3,NA,NA,NA,NA,2018-03-01T00:00:00Z,2025-03-01T00:00:00Z,23.66767677,23.3,23.77727273,23.91666667,33.1,37.6,late_wet,late_wet
B_2023_131,-23.11294,31.53799,Limpopo,2025,15,0.2,5.12,86.18,0.22,18.3,29.23,17.84,24.85,10.91,6.29,1.18,0.26,0.24,0.11,0.23,6.14,58.16,0.1,1.6,5.64,-16.77,NA,14-Mar-25,Limpopo_2025_soil,2023,24-Nov-23,10-Nov-23,490,Female,Natural,adult,Colophospermum mopane,2.2,49.38,5.97,-27.68,4.937845573,5822.512207,6665.002441,North,Basalt,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,427.6047283,2023-11-10T00:00:00Z,2025-03-14T00:00:00Z,407.8125291,345.3684454,220.5473533,409.6614585,424,37,10,314.1592654,1.349633917,301.7845535,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,2023-11-01T00:00:00Z,2025-03-01T00:00:00Z,23.76313131,23.74545455,24.71818182,24.01666667,34.4,37.4,early_wet,late_wet
B_2024_152,-23.86305,31.58741,Mpfula,2025,5,0.26,2.98,96.62,2.58,15.25,17.97,9.36,3.69,7.1,2.57,2.06,0.1,0.28,0.05,0.04,6.27,14.34,0.11,1.31,6,-18.53,NA,15-Mar-25,Mpfula_2025_soil,2024,not_provided,1-Sep-24,195,male,Not_natural,adult,Colophospermum mopane,2.27,48.23,7.04,-27.25,319.6804159,1332.50293,6855.797852,Central,Basalt,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,NA,2024-09-01T00:00:00Z,2025-03-15T00:00:00Z,408.7639426,251.2609057,346.4454834,342.1331935,274,31,10,314.1592654,0.872169088,343.4580083,4.6,4.823529412,52,2,0.08,1.14,NA,NA,NA,NA,NA,NA,2024-09-01T00:00:00Z,2025-03-01T00:00:00Z,23.86969697,24.03636364,29.375,23.86111111,35.2,37.2,dry,late_wet
B_2023_5,-23.70609,31.57687,Giriyondo,2025,5,3.17,5.72,81.14,2.05,12.2,16.17,14.58,39.12,10.63,7.42,1.73,0.45,0.1,0.11,0.22,5.99,128.63,0.19,2.97,6.99,-15.64,NA,15-Mar-25,Giriyondo_2025_soil,2023,12-Jan-23,1/10/2023,795,male,Natural,adult,Colophospermum mopane,2.3,47.93,7.53,-28.14,19.14731014,7000.228027,4334.963867,Central,Basalt,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna. Dominant grass:Themeda triandra,Flat & level plains related to LTIII erosion surface,LE04: Manyeleti,360.4362185,2023-01-10T00:00:00Z,2025-03-15T00:00:00Z,420.1160821,322.6516035,351.8327339,344.6719785,172,33,10,314.1592654,0.547493004,329.2081704,0.08,5,4,0,NA,3,0.08,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2025-03-01T00:00:00Z,23.40909091,23.36818182,23.55909091,23.54444444,34.1,36.9,late_wet,late_wet
B_2023_137,-23.10071,31.43368,Shingwedzi,2025,15,0.22,1.8,47.63,0.03,106.78,25.8,6.59,23.52,3.4,2.39,0.48,0.005,0.34,0.02,0.18,7.92,25.9,0.09,1.67,5.74,-12.26,NA,11-Mar-25,Shingwedzi_2025_soil,2023,8-Dec-23,6-Dec-23,461,female,not_provided,adult,Colophospermum mopane,2.33,48.76,4.06,-28.74,0.113099114,1557.562622,2736.833984,North,Basalt,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,378.8945004,2023-12-06T00:00:00Z,2025-03-11T00:00:00Z,406.8536927,299.1364988,268.3465252,399.7964516,613,54,10,314.1592654,1.951239602,341.6835724,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-01T00:00:00Z,2025-03-01T00:00:00Z,23.5010101,23.36818182,24.45909091,23.69444444,34.4,37.6,early_wet,late_wet
