site,lat,long,line_id,unique_id,year_sampled,nickname,section,y_obs,d_obs,est_d_death,sex,cause_death,age_class,date_sampled,age_days,type,soil_type,region,average_rainfall_mm,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,dist2road,dist2river,dist2aw,feather_count,skull_found,skull_lat,skull_long,rocky_count,notes_24,notes_25,death_date,survey_date,death_month,survey_month,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,dung_e,near_river,near_aw,near_road,z_dung,z_river,z_aw,z_road,ele_pressure_proxy,hyena_density_2015_idw,unique_id_fixed,dis.road.m,date_visit,strike,distance_m,soil_resistance,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,N.per_fol,C.per_fol,N15_fol,C13_fol
B_2023_2,-25.00534,31.44486,Helgas_2025,B_2023_2_2025,2025,Helga's,Skukuza,2023,9-Jan-23,9-Jan-23,male,Poached,adult,9-Jul-25,912,carcass,Granite,South,567.5346222,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,513.1584606,2891.829834,3353.413574,0,yes,-25.0055,31.44523,NA,NA,NA,2023-01-09T00:00:00Z,2025-07-09T00:00:00Z,2023-01-01T00:00:00Z,2025-07-01T00:00:00Z,591.3479488,543.8136041,722.9871488,504.8754816,22.27020202,22.15454545,22.31818182,23.6,32,33.2,late_wet,dry,50,16,10,314.1592654,0.159154943,301.5265924,0.444685821,-2891.829834,-3353.413574,-513.1584606,-0.385817832,0.517960367,0.424374205,0.111396334,0.166978268,0.898707161,B_2023_2_2025,513,9-Jul-25,10,5,2431.812704,0,0,0,0,0.22,0.56,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_2,-25.00534,31.44486,Helgas_2025,B_2023_2_2025,2025,Helga's,Skukuza,2023,9-Jan-23,9-Jan-23,male,Poached,adult,9-Jul-25,912,carcass,Granite,South,567.5346222,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,513.1584606,2891.829834,3353.413574,0,yes,-25.0055,31.44523,NA,NA,NA,2023-01-09T00:00:00Z,2025-07-09T00:00:00Z,2023-01-01T00:00:00Z,2025-07-01T00:00:00Z,591.3479488,543.8136041,722.9871488,504.8754816,22.27020202,22.15454545,22.31818182,23.6,32,33.2,late_wet,dry,50,16,10,314.1592654,0.159154943,301.5265924,0.444685821,-2891.829834,-3353.413574,-513.1584606,-0.385817832,0.517960367,0.424374205,0.111396334,0.166978268,0.898707161,B_2023_2_2025,513,9-Jul-25,10,10,2431.812704,0,0,0,0,0.22,0.56,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_29_C,-23.89739,31.5514,Windmill_C_2025,B_2023_29_2025_C,2025,Windmill_C,Letaba,2023,NA,NA,male,Natural,adult,28-Jul-25,NA,control,Basalt,Central,350.4948033,Colophospermum mopane shrubveld on basalt,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,655.3706358,6237.34375,6559.162109,0,NA,NA,NA,NA,NA,NA,NA,2025-07-28T00:00:00Z,NA,2025-07-01T00:00:00Z,374.9893524,NA,NA,345.3882005,23.55757576,NA,NA,25.48,NA,36.8,NA,dry,246,36,10,314.1592654,0.78304232,343.6624781,0.947789399,-6237.34375,-6559.162109,-655.3706358,0.51161623,-0.335092359,-1.583480443,-0.151507656,-0.389616057,0.488462044,B_2023_29_C_2025,768,28-Jul-25,15,15,2431.812704,0,0,0,0,0.18,1.58,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_31_C,-24.7009,31.89983,Vutomi_C_2025,B_2023_31_2025_C,2025,Vutomi_C,Tshokwane,2023,NA,NA,male,Natural,adult,15-Jul-25,NA,control,Basalt,Central,473.5326038,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1899.733187,6184.555664,4709.125977,0,NA,NA,NA,NA,NA,NA,NA,2025-07-15T00:00:00Z,NA,2025-07-01T00:00:00Z,642.4674722,NA,NA,584.2068734,22.5969697,NA,NA,23.82,NA,34.4,NA,dry,85,19,10,314.1592654,0.270563403,327.569499,NA,-6184.555664,-4709.125977,-1899.733187,NA,-0.321632238,-0.42474837,-2.451928688,-1.066103099,0.591205189,B_2023_31_C_2025,1853,15-Jul-25,10,1,2431.812704,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_31_C,-24.7009,31.89983,Vutomi_C_2025,B_2023_31_2025_C,2025,Vutomi_C,Tshokwane,2023,NA,NA,male,Natural,adult,15-Jul-25,NA,control,Basalt,Central,473.5326038,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1899.733187,6184.555664,4709.125977,0,NA,NA,NA,NA,NA,NA,NA,2025-07-15T00:00:00Z,NA,2025-07-01T00:00:00Z,642.4674722,NA,NA,584.2068734,22.5969697,NA,NA,23.82,NA,34.4,NA,dry,85,19,10,314.1592654,0.270563403,327.569499,NA,-6184.555664,-4709.125977,-1899.733187,NA,-0.321632238,-0.42474837,-2.451928688,-1.066103099,0.591205189,B_2023_31_C_2025,1853,15-Jul-25,15,15,2431.812704,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_32_C,-23.04956,31.2691,Phugwane_C_2025,B_2023_32_2025_C,2025,Phugwane_C,Shingwedzi,2023,NA,NA,male,Management,adult,21-Aug-25,NA,control,Granite,North,409.5510445,Salvadora angustifolia floodplains,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,1223.116295,2226.422852,6070.612793,0,NA,NA,NA,NA,NA,NA,NA,2025-08-21T00:00:00Z,NA,2025-08-01T00:00:00Z,416.2547079,NA,NA,495.8406289,23.65858586,NA,NA,27.1875,NA,37.4,NA,dry,242,19,10,314.1592654,0.770309925,328.9521498,1.091923301,-2226.422852,-6070.612793,-1223.116295,0.768721682,0.687628542,-1.277487629,-1.201084448,-0.255555463,0.382751612,B_2023_32_C_2025,1375,21-Aug-25,10,1,2431.812704,0,0,0,0,NA,1.98,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_38,-23.260311,31.464111,Mahlati_2025,B_2023_38_2025,2025,Mahlati,Shingwedzi,2023,26-May-23,5/12/2023,male,Natural,adult,13-Aug-25,748,carcass,Basalt,North,402.0563411,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,23.69814816,10152.50586,4480.57959,0,yes,-23.26014,31.46421,NA,NA,"did not plot location of skull in 23,24",2023-05-12T00:00:00Z,2025-08-13T00:00:00Z,2023-05-01T00:00:00Z,2025-08-01T00:00:00Z,386.7207959,357.7837964,214.9998305,405.5428779,23.52474747,23.51818182,23.63636364,27.05,34.6,37.3,dry,dry,303,50,10,314.1592654,0.964478955,348.6506409,NA,-10152.50586,-4480.57959,-23.69814816,NA,-1.333396294,-0.281603042,1.01624902,-0.199583439,0.420685321,B_2023_38_2025,24,13-Aug-25,10,10,2431.812704,83.22,3.294117647,23,20,0.02,NA,0.52,NA,NA,NA,NA,NA,0.38,3.61,21.94,0.03,118.98,28.61,4.82,19.3,8.89,7.56,0.52,0.03,0.18,0.05,0.11,7.96,17.36,0.18,2.84,4.77,-14.02,NA,NA,NA,NA
B_2023_38_C,-23.2594,31.46401,Mahlati_C_2025,B_2023_38_2025_C,2025,Mahlati_C,Shingwedzi,2023,NA,NA,male,Natural,adult,13-Aug-25,NA,control,Basalt,North,402.0563411,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,61.79416561,10152.50586,4480.57959,0,NA,NA,NA,NA,NA,NA,NA,2025-08-13T00:00:00Z,NA,2025-08-01T00:00:00Z,386.7207959,NA,NA,405.5428779,23.52474747,NA,NA,27.05,NA,37.3,NA,dry,303,50,10,314.1592654,0.964478955,349.2320922,0.019802627,-10152.50586,-4480.57959,-61.79416561,-1.1437227,-1.333396294,-0.281603042,0.945821893,-0.453225036,0.418495862,B_2023_38_C_2025,24,13-Aug-25,10,2.5,2431.812704,0,0,0,0,NA,0.02,0.02,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_63,-25.28682,31.60378,Biyamiti_2025,B_2023_63_2025,2025,Biyamiti,Malelane,2023,6-Jul-23,5-Jul-23,female,Management,adult,30-Jun-25,726,carcass,Granite,South,441.3357949,Combretum collinum / Combretum zeyheri woodland,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating low-lying plains which slope gently to Croc R,SK04: Lwakahle,1103.314432,3310.385742,3870.071289,0,no,NA,NA,NA,NA,skull missing,2023-07-05T00:00:00Z,2025-06-30T00:00:00Z,2023-07-01T00:00:00Z,2025-06-01T00:00:00Z,637.5281941,871.4421816,618.3524551,560.1682053,22.51161616,22.75,22.84090909,22.95833333,31.5,33.4,dry,dry,138,20,10,314.1592654,0.439267643,298.7965634,0.246860078,-3310.385742,-3870.071289,-1103.314432,-0.738698567,0.411235282,0.100776273,-0.979609826,-0.30157421,1.162313765,B_2023_63_2025,1103,30-Jun-25,15,10,2431.812704,0,0,0,0,NA,0.28,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_63_C,-25.2863,31.60369,Biyamiti_C_2025,B_2023_63_2025_C,2025,Biyamiti_C,Malelane,2023,NA,NA,female,Management,adult,30-Jun-25,NA,control,Granite,South,441.3357949,Combretum collinum / Combretum zeyheri woodland,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating low-lying plains which slope gently to Croc R,SK04: Lwakahle,1128.840252,3310.385742,3870.071289,0,NA,NA,NA,NA,NA,NA,NA,2025-06-30T00:00:00Z,NA,2025-06-01T00:00:00Z,637.5281941,NA,NA,560.1682053,22.51161616,NA,NA,22.95833333,NA,33.4,NA,dry,138,20,10,314.1592654,0.439267643,298.9574561,0.553885113,-3310.385742,-3870.071289,-1128.840252,-0.191028591,0.411235282,0.100776273,-1.026798753,-0.176453947,1.158001135,B_2023_63_C_2025,1103,30-Jun-25,10,0.5,2431.812704,0,0,0,0,NA,0.74,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_66,-23.81536,31.49551,Machalolo_2025,B_2023_66_2025,2025,Machalolo,Letaba,2023,16-Jul-23,16-Jul-23,female,Management,adult,6-Aug-25,752,carcass,Basalt,Central,365.0032478,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,1200.249433,4883.600586,7517.097656,0,yes,23.81547,31.4957,NA,NA,"no control done, out of time",2023-07-16T00:00:00Z,2025-08-06T00:00:00Z,2023-07-01T00:00:00Z,2025-08-01T00:00:00Z,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,370,46,10,314.1592654,1.177746579,359.9637699,0.076961041,-4883.600586,-7517.097656,-1200.249433,-1.04176376,0.010090571,-2.183463667,-1.158811069,-1.093486981,0.411476575,B_2023_66_2025,1200,6-Aug-25,10,1,2431.812704,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_66,-23.81536,31.49551,Machalolo_2025,B_2023_66_2025,2025,Machalolo,Letaba,2023,16-Jul-23,16-Jul-23,female,Management,adult,6-Aug-25,752,carcass,Basalt,Central,365.0032478,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,1200.249433,4883.600586,7517.097656,0,yes,23.81547,31.4957,NA,NA,"no control done, out of time",2023-07-16T00:00:00Z,2025-08-06T00:00:00Z,2023-07-01T00:00:00Z,2025-08-01T00:00:00Z,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,370,46,10,314.1592654,1.177746579,359.9637699,0.076961041,-4883.600586,-7517.097656,-1200.249433,-1.04176376,0.010090571,-2.183463667,-1.158811069,-1.093486981,0.411476575,B_2023_66_2025,1200,6-Aug-25,10,5,2431.812704,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_66,-23.81536,31.49551,Machalolo_2025,B_2023_66_2025,2025,Machalolo,Letaba,2023,16-Jul-23,16-Jul-23,female,Management,adult,6-Aug-25,752,carcass,Basalt,Central,365.0032478,Punda Maria Sandveld on Cave Sandstone,Chomophytes on rock outcrops with T.sericea/C.zeyheri/C.collinum bush savanna on deep sand. C.mopane/E.divinorum tree/bush savanna on shale/mudstone,Strongly - slightly undulating plains of LTIII erosion surface,BU01: Bulweni,1200.249433,4883.600586,7517.097656,0,yes,23.81547,31.4957,NA,NA,"no control done, out of time",2023-07-16T00:00:00Z,2025-08-06T00:00:00Z,2023-07-01T00:00:00Z,2025-08-01T00:00:00Z,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,370,46,10,314.1592654,1.177746579,359.9637699,0.076961041,-4883.600586,-7517.097656,-1200.249433,-1.04176376,0.010090571,-2.183463667,-1.158811069,-1.093486981,0.411476575,B_2023_66_2025,1200,6-Aug-25,10,10,2431.812704,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_8_C,-23.03176,31.36067,Daga_C_2025,B_2023_8_2025_C,2025,Daga_C,Vlakteplaas,2023,NA,NA,female,Natural,adult,19-Aug-25,NA,control,Basalt,North,392.7141317,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,446.2143916,3050.477783,2479.92749,0,NA,NA,NA,NA,NA,NA,NA,2025-08-19T00:00:00Z,NA,2025-08-01T00:00:00Z,377.6306918,NA,NA,439.2186296,23.92121212,NA,NA,27.5,NA,37.8,NA,dry,314,30,10,314.1592654,0.999493043,312.804531,0.292669614,-3050.477783,-2479.92749,-446.2143916,-0.656983708,0.477507669,0.971464245,0.235154112,0.256785579,0.124219313,B_2023_8_C_2025,397,19-Aug-25,10,1,2431.812704,0,0,0,0,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_8_C,-23.03176,31.36067,Daga_C_2025,B_2023_8_2025_C,2025,Daga_C,Vlakteplaas,2023,NA,NA,female,Natural,adult,19-Aug-25,NA,control,Basalt,North,392.7141317,Colophospermum mopane shrubveld on basalt,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,446.2143916,3050.477783,2479.92749,0,NA,NA,NA,NA,NA,NA,NA,2025-08-19T00:00:00Z,NA,2025-08-01T00:00:00Z,377.6306918,NA,NA,439.2186296,23.92121212,NA,NA,27.5,NA,37.8,NA,dry,314,30,10,314.1592654,0.999493043,312.804531,0.292669614,-3050.477783,-2479.92749,-446.2143916,-0.656983708,0.477507669,0.971464245,0.235154112,0.256785579,0.124219313,B_2023_8_C_2025,397,19-Aug-25,10,2.5,2431.812704,0,0,0,0,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_152_C,-23.8621,31.58727,Mpfula_C_2025,B_2024_152_2025_C,2025,Mpfula_C,Letaba,2024,NA,NA,male,Not_natural,adult,31-Jul-25,NA,control,Basalt,Central,366.9988374,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,268.2663253,1332.50293,6855.797852,0,NA,NA,NA,NA,NA,NA,NA,2025-07-31T00:00:00Z,NA,2025-07-01T00:00:00Z,374.9893524,NA,NA,345.3882005,23.86969697,NA,NA,25.62,NA,37.2,NA,dry,274,31,10,314.1592654,0.872169088,343.5487314,0.993251773,-1332.50293,-6855.797852,-268.2663253,0.592711823,0.915563874,-1.769272139,0.564122123,0.07578142,0.419252085,B_2024_152_C_2025,340,31-Jul-25,10,0.5,2431.812704,0,0,0,0,0.04,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_152_C,-23.8621,31.58727,Mpfula_C_2025,B_2024_152_2025_C,2025,Mpfula_C,Letaba,2024,NA,NA,male,Not_natural,adult,31-Jul-25,NA,control,Basalt,Central,366.9988374,Colophospermum mopane Forest,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,268.2663253,1332.50293,6855.797852,0,NA,NA,NA,NA,NA,NA,NA,2025-07-31T00:00:00Z,NA,2025-07-01T00:00:00Z,374.9893524,NA,NA,345.3882005,23.86969697,NA,NA,25.62,NA,37.2,NA,dry,274,31,10,314.1592654,0.872169088,343.5487314,0.993251773,-1332.50293,-6855.797852,-268.2663253,0.592711823,0.915563874,-1.769272139,0.564122123,0.07578142,0.419252085,B_2024_152_C_2025,340,31-Jul-25,10,1,2431.812704,0,0,0,0,0.04,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_20,-24.38101,31.90595,Kokowane_2025,B_2024_20_2025,2025,Kokowane,N'wanetsi,2024,8/18/2024,8/14/2024,Female,Burned,adult,16-Jun-25,306,carcass,Basalt,Central,396.0380299,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Dense to open A. nigrescens bush savanna,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA02: Mavumbye,316.4048134,2790.164307,2829.799316,0,NA,NA,NA,NA,NA,NA,2024-08-14T00:00:00Z,2025-06-16T00:00:00Z,2024-08-01T00:00:00Z,2025-06-01T00:00:00Z,509.3363506,354.4341698,482.0627213,471.6790328,23.33737374,23.36363636,27.08333333,24.21666667,33.7,36.3,dry,dry,484,34,10,314.1592654,1.540619849,358.0351949,1.057790294,-2790.164307,-2829.799316,-316.4048134,0.707835368,0.543883456,0.752329224,0.475129739,0.619794447,0.196912081,B_2024_20_2025,316,16-Jun-25,10,1,2431.812704,10.56,3.083333333,6,7,0.04,1.88,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_22,-24.6189,31.73229,Ndzalama_2025,B_2024_22_2025,2025,Ndzalama,Tshokwane,2024,8/12/2024,8/11/2024,female,Burned,adult,5-Aug-25,359,carcass,Granite,Central,523.6505786,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,165.0652323,569.7379761,3139.047363,0,no,NA,NA,NA,NA,NA,2024-08-11T00:00:00Z,2025-08-05T00:00:00Z,2024-08-01T00:00:00Z,2025-08-01T00:00:00Z,662.8179874,553.0104318,609.7129951,609.7129951,22.6969697,22.81363636,25.86666667,24.8125,32.9,34.3,dry,dry,722,79,10,314.1592654,2.298197378,449.254762,2.02287119,-569.7379761,-3139.047363,-165.0652323,2.429342642,1.11005678,0.558638071,0.754907329,1.213236206,0.701799218,B_2024_22_2025,165,5-Aug-25,10,10,2431.812704,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,1.86,5.88,191.3,0.03,3.05,24.08,13.92,57.34,19.91,24.38,25.34,0.18,0.27,0.08,0.07,4.99,34.27,0.11,1.24,6.85,-17.91,NA,NA,NA,NA
B_2024_22,-24.6189,31.73229,Ndzalama_2025,B_2024_22_2025,2025,Ndzalama,Tshokwane,2024,8/12/2024,8/11/2024,female,Burned,adult,5-Aug-25,359,carcass,Granite,Central,523.6505786,Mixed Combretum / Terminalia sericea woodland,Moderately dense mixed Combretum spp./A. nigrescens bush savanna,Slightly-moderately undulating plains representing area where erosional processes caused shallower soils,SK09: Muzandzeni,165.0652323,569.7379761,3139.047363,0,no,NA,NA,NA,NA,NA,2024-08-11T00:00:00Z,2025-08-05T00:00:00Z,2024-08-01T00:00:00Z,2025-08-01T00:00:00Z,662.8179874,553.0104318,609.7129951,609.7129951,22.6969697,22.81363636,25.86666667,24.8125,32.9,34.3,dry,dry,722,79,10,314.1592654,2.298197378,449.254762,2.02287119,-569.7379761,-3139.047363,-165.0652323,2.429342642,1.11005678,0.558638071,0.754907329,1.213236206,0.701799218,B_2024_22_2025,165,5-Aug-25,15,5,2431.812704,0.34,4.666666667,5,1,0.54,6.56,1.98,NA,NA,NA,NA,NA,2.75,7.84,288.3,0.03,15.25,31.69,10.91,61.88,21.42,27.73,7.27,0.06,0.32,0.25,0.09,6.32,30.72,0.23,2.85,6.48,-21.26,NA,NA,NA,NA
B_2024_4_C,-25.47656,31.33143,Gozi_C_2025,B_2024_4_2025_C,2025,Gozi_C,Stolsnek,2024,NA,NA,male,DCA,adult,24-Jun-25,NA,control,Granite,South,668.5570401,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,254.1899891,2892.417969,4870.373535,0,NA,NA,NA,NA,NA,NA,NA,2025-06-24T00:00:00Z,NA,2025-06-01T00:00:00Z,936.6441418,NA,NA,891.4119377,21.88333333,NA,NA,22.475,NA,32.5,NA,dry,131,35,10,314.1592654,0.416985951,208.4069256,0.058268908,-2892.417969,-4870.373535,-254.1899891,-1.075106709,0.517810402,-0.525742461,0.590144684,-0.123223521,0.374067039,B_2024_4_C_2025,268,24-Jun-25,10,1,2431.812704,0,0,0,0,1.98,0.06,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_6_C,-25.47823,31.33401,Mango_C_2025,B_2024_6_2025_C,2025,Mango_C,Stolsnek,2024,NA,NA,male,DCA,adult,26-Jun-25,NA,control,Granite,South,668.5570401,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,37.25985097,2691.323975,4866.108398,0,NA,NA,NA,NA,NA,NA,NA,2025-06-26T00:00:00Z,NA,2025-06-01T00:00:00Z,936.6441418,NA,NA,891.4119377,22.12474747,NA,NA,22.65833333,NA,32.6,NA,dry,114,32,10,314.1592654,0.36287327,208.8516379,NA,-2691.323975,-4866.108398,-37.25985097,NA,0.569086165,-0.52307108,0.991177849,0.345730978,0.377268842,B_2024_6_C_2025,77,26-Jun-25,10,2.5,2431.812704,0,0,0,0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_6_C,-25.47823,31.33401,Mango_C_2025,B_2024_6_2025_C,2025,Mango_C,Stolsnek,2024,NA,NA,male,DCA,adult,26-Jun-25,NA,control,Granite,South,668.5570401,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,37.25985097,2691.323975,4866.108398,0,NA,NA,NA,NA,NA,NA,NA,2025-06-26T00:00:00Z,NA,2025-06-01T00:00:00Z,936.6441418,NA,NA,891.4119377,22.12474747,NA,NA,22.65833333,NA,32.6,NA,dry,114,32,10,314.1592654,0.36287327,208.8516379,NA,-2691.323975,-4866.108398,-37.25985097,NA,0.569086165,-0.52307108,0.991177849,0.345730978,0.377268842,B_2024_6_C_2025,77,26-Jun-25,10,5,2431.812704,0,0,0,0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
