site,lat,long,line_id,unique_id,year_sampled,nickname,section,y_obs,d_obs,est_d_death,sex,cause_death,age_class,date_sampled,age_days,type,soil_type,region,average_rainfall_mm,land_gertenbach1983,Domwoody_venter,Geomorph_venter,LTYPE_venter,dist2road,dist2river,dist2aw,feather_count,skull_found,skull_lat,skull_long,rocky_count,notes_24,notes_25,death_date,survey_date,death_month,survey_month,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_count_2017_buf,ele_groups_2017_buf,buffer_km,buffer_area_km2,ele_density_2017_buf,ele_pressure_2017,dung_e,near_river,near_aw,near_road,z_dung,z_river,z_aw,z_road,ele_pressure_proxy,hyena_density_2015_idw,unique_id_fixed,dis.road.m,date_visit,strike,distance_m,soil_resistance,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung,PO4_mgkg,SO4_mgkg,NO3_mgkg,NH3_mgkg,HCO3_mgkg,Ca_mgkg,Mg_mgkg,K_mgkg,Na_mgkg,Cl_mgkg,Fe_mgkg,Mn_mgkg,Cu_mgkg,Zn_mgkg,B_mgkg,pH,P_Bray_I_mgkg,N.per,C.per,N15,C13,N.per_fol,C.per_fol,N15_fol,C13_fol
B_2022_75_C,-23.0346,30.91468,Xidulu_C_2025,B_2022_75_2025_C,2025,Xidulu_C,Shangoni,2022,NA,NA,male,Natural,adult,11-Aug-25,NA,control,Granite,North,382.3015972,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,478.0540557,3752.068604,4493.916992,0,NA,NA,NA,NA,NA,NA,NA,2025-08-11T00:00:00Z,NA,2025-08-01T00:00:00Z,401.4586152,NA,NA,522.0948191,23.16161616,NA,NA,26.4,NA,36.6,NA,dry,316,24,10,314.1592654,1.00585924,250.1724437,NA,-3752.068604,-4493.916992,-478.0540557,NA,0.298613192,-0.289956649,0.176292944,0.061649829,0.353597794,B_2022_75_C_2025,508,11-Aug-25,10,0.5,3647.719057,0,0,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_75_C,-23.0346,30.91468,Xidulu_C_2025,B_2022_75_2025_C,2025,Xidulu_C,Shangoni,2022,NA,NA,male,Natural,adult,11-Aug-25,NA,control,Granite,North,382.3015972,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,478.0540557,3752.068604,4493.916992,0,NA,NA,NA,NA,NA,NA,NA,2025-08-11T00:00:00Z,NA,2025-08-01T00:00:00Z,401.4586152,NA,NA,522.0948191,23.16161616,NA,NA,26.4,NA,36.6,NA,dry,316,24,10,314.1592654,1.00585924,250.1724437,NA,-3752.068604,-4493.916992,-478.0540557,NA,0.298613192,-0.289956649,0.176292944,0.061649829,0.353597794,B_2022_75_C_2025,508,11-Aug-25,15,2.5,3647.719057,0,0,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_75_C,-23.0346,30.91468,Xidulu_C_2025,B_2022_75_2025_C,2025,Xidulu_C,Shangoni,2022,NA,NA,male,Natural,adult,11-Aug-25,NA,control,Granite,North,382.3015972,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,478.0540557,3752.068604,4493.916992,0,NA,NA,NA,NA,NA,NA,NA,2025-08-11T00:00:00Z,NA,2025-08-01T00:00:00Z,401.4586152,NA,NA,522.0948191,23.16161616,NA,NA,26.4,NA,36.6,NA,dry,316,24,10,314.1592654,1.00585924,250.1724437,NA,-3752.068604,-4493.916992,-478.0540557,NA,0.298613192,-0.289956649,0.176292944,0.061649829,0.353597794,B_2022_75_C_2025,508,11-Aug-25,15,5,3647.719057,0,0,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_75_C,-23.0346,30.91468,Xidulu_C_2025,B_2022_75_2025_C,2025,Xidulu_C,Shangoni,2022,NA,NA,male,Natural,adult,11-Aug-25,NA,control,Granite,North,382.3015972,Colophospermum mopane / Acacia nigrescens savanna,C.mopane/Pterocarpus rotundifolius/C.apiculatum bush savanna,Slightly undulating plains becoming more undulating & incised close to Phugwane R,PH10: Bububu,478.0540557,3752.068604,4493.916992,0,NA,NA,NA,NA,NA,NA,NA,2025-08-11T00:00:00Z,NA,2025-08-01T00:00:00Z,401.4586152,NA,NA,522.0948191,23.16161616,NA,NA,26.4,NA,36.6,NA,dry,316,24,10,314.1592654,1.00585924,250.1724437,NA,-3752.068604,-4493.916992,-478.0540557,NA,0.298613192,-0.289956649,0.176292944,0.061649829,0.353597794,B_2022_75_C_2025,508,11-Aug-25,15,15,3647.719057,0,0,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2022_99,-24.412841,31.968918,Alastair_Sinclair_2025,B_2022_99_2025,2025,Alastair Sinclair,N'wanetsi,2022,23-Nov-22,19-Nov-22,female,Natural,adult,20-Jun-25,944,carcass,Basalt,Central,430.5791748,Lebombo South,Moderately dense C. apiculatum/ C. hereroense/ T. prunioides bush savanna,Low mts & hills with strongly-slightly undulating landform.  Deeply incised by spruits to form deep narr,SP04: Nwanetsi,67.81955657,1533.990479,3461.485352,0,no,NA,NA,NA,NA,NA,2022-11-19T00:00:00Z,2025-06-20T00:00:00Z,2022-11-01T00:00:00Z,2025-06-01T00:00:00Z,564.483619,619.6189351,757.478292,543.2266264,23.40454545,23.35909091,23.22727273,24.29166667,33.6,36.5,early_wet,dry,177,18,10,314.1592654,0.563408499,321.0595168,0.246860078,-1533.990479,-3461.485352,-67.81955657,-0.738698567,0.864187761,0.35668567,0.934682908,0.354214443,0.312610808,B_2022_99_2025,68,20-Jun-25,15,2.5,3647.719057,1.44,4.25,6,2,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_124_C,-25.42285,31.97395,Croc Hill_C_2025,B_2023_124_2025_C,2025,Croc Hill_C,Crocodile Bridge,2023,NA,NA,female,DCA,adult,24-Jul-25,NA,control,Basalt,South,621.7882109,Lebombo South,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,798.1370355,3674.843262,4780.487793,0,NA,NA,NA,NA,NA,NA,NA,2025-07-24T00:00:00Z,NA,2025-07-01T00:00:00Z,707.6085071,NA,NA,601.2193699,23.00353535,NA,NA,24.04,NA,33.9,NA,dry,93,13,10,314.1592654,0.296028194,221.8490055,1.583093937,-3674.843262,-4780.487793,-798.1370355,1.644869813,0.318304423,-0.469444375,-0.415436225,0.269573409,0.537711994,B_2023_124_C_2025,889,24-Jul-25,15,5,3647.719057,0,0,0,0,0.06,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,10,10,3647.719057,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,0.2,18.15,548.02,5.78,3.05,74.4,35.77,45.91,21.49,26.48,0.02,0.1,0.49,0.07,0.2,4.71,37.97,0.09,1.4,5.64,-16.81,NA,NA,NA,NA
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,10,15,3647.719057,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,0.2,5.12,86.18,0.22,18.3,29.23,17.84,24.85,10.91,6.29,1.18,0.26,0.24,0.11,0.23,6.14,58.16,0.1,1.6,5.64,-16.77,2.2,49.38,5.97,-27.68
B_2023_131,-23.11294,31.53799,Limpopo_2025,B_2023_131_2025,2025,Limpopo,Shingwedzi,2023,24-Nov-23,10-Nov-23,Female,Natural,Adult,15-Aug-25,644,carcass,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,4.937845573,5822.512207,6665.002441,0,yes,-23.11324,31.53758,NA,NA,NA,2023-11-10T00:00:00Z,2025-08-15T00:00:00Z,2023-11-01T00:00:00Z,2025-08-01T00:00:00Z,377.7071393,345.3684454,220.5473533,418.1238599,23.76313131,23.74545455,24.71818182,26.8875,34.4,37.4,early_wet,dry,424,37,10,314.1592654,1.349633917,301.7845535,0.231111721,-5822.512207,-6665.002441,-4.937845573,-0.766790421,-0.229316927,-1.649771358,1.050930709,-0.398736999,0.304691532,B_2023_131_2025,5,15-Aug-25,15,15,3647.719057,9.86,4.722222222,26,3,NA,0.26,0.02,NA,NA,NA,NA,NA,0.2,5.12,86.18,0.22,18.3,29.23,17.84,24.85,10.91,6.29,1.18,0.26,0.24,0.11,0.23,6.14,58.16,0.1,1.6,5.64,-16.77,2.2,49.38,5.97,-27.68
B_2023_131_C,-23.11395,31.538,Limpopo_C_2025,B_2023_131_2025_C,2025,Limpopo_C,Shingwedzi,2023,NA,NA,Female,Natural,Adult,15-Aug-25,NA,control,Basalt,North,427.6047283,Mixed Combretum / Colophospermum mopane woodland,Open-moderately dense C. mopane bush savanna with A.exuvialis,Dissected & moderately undulating land from Quaternary erosion,LE05: Shingwedzi,37.35044813,5822.512207,6665.002441,0,NA,NA,NA,NA,NA,"park border and road interfere with 100m N, went 100m S",NA,2025-08-15T00:00:00Z,NA,2025-08-01T00:00:00Z,377.7071393,NA,NA,418.1238599,23.76313131,NA,NA,26.8875,NA,37.4,NA,dry,425,38,10,314.1592654,1.352817016,301.6486088,0.113328685,-5822.512207,-6665.002441,-37.35044813,-0.976891308,-0.229316927,-1.649771358,0.991010364,-0.466242307,0.305060093,B_2023_131_C_2025,5,15-Aug-25,15,5,3647.719057,0,0,0,0,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_135_C,-22.89828,31.19139,Sirheni_C_2025,B_2023_135_2025_C,2025,Sirheni_C,Vlakteplaas,2023,NA,NA,Female,Natural,Adult,27-Aug-25,NA,control,Granite,North,431.772672,Colophospermum mopane / Acacia nigrescens savanna,C.collinum/P.rotundifolius/C.apiculatum bush savanna,Level land -slightly undulating plains,PH12: Dothole,415.2823945,1911.043823,2884.895752,0,NA,NA,NA,NA,NA,NA,NA,2025-08-27T00:00:00Z,NA,2025-08-01T00:00:00Z,440.9609204,NA,NA,563.6941037,23.63838384,NA,NA,27.0625,NA,37.3,NA,dry,258,28,10,314.1592654,0.821239506,299.0001153,0.039220713,-1911.043823,-2884.895752,-415.2823945,-1.1090848,0.768045168,0.717820705,0.292337299,0.167279593,0.416005629,B_2023_135_C_2025,368,27-Aug-25,15,0.5,3647.719057,0,0,0,0,0.12,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_141,-25.505616,31.373127,Sugar_Vista_2025,B_2023_141_2025,2025,Sugar Vista,Malelane,2023,18-Dec-23,18-Dec-23,male,DCA,adult,27-Jun-25,557,carcass,Granite,South,641.6328204,Malelane Mountain Bushveld,C.appiculatum bush savanna with several rare & extraneous chromophytic species,Intensely incised & extremely irregular mts relicts of Late Tertiary Phase(LT) II erosion surface,MA01: Malelane,1152.844012,2527.736328,4752.864258,2,no,NA,NA,NA,NA,NA,2023-12-18T00:00:00Z,2025-06-27T00:00:00Z,2023-12-01T00:00:00Z,2025-06-01T00:00:00Z,878.5413185,1022.844734,931.3300052,819.8035078,22.48131313,22.36363636,23.08181818,23.04166667,31.6,32.8,early_wet,dry,107,28,10,314.1592654,0.340591578,217.0457002,0.978326123,-2527.736328,-4752.864258,-1152.844012,0.56608751,0.610798408,-0.452142942,-1.071173887,-0.086607728,0.404982153,B_2023_141_2025,1153,27-Jun-25,15,10,3647.719057,2.58,3.8,5,5,0.38,1.66,NA,NA,NA,NA,NA,NA,0.12,11.78,27.21,2.01,12.2,5.39,4.31,23.51,6.39,11.6,31.93,0.48,0.05,0.05,0.19,5.52,30.72,0.06,0.74,7.78,-18.63,NA,NA,NA,NA
B_2023_144,-25.38026,32.01188,Bushwillow_2025,B_2023_144_2025,2025,Bushwillow,Crocodile Bridge,2023,27-Dec-23,20-Dec-23,female,Shot,adult,25-Jul-25,583,carcass,Granite,South,259.9222104,Lebombo South,Dense-moderately dense C.apiculatum/P.rotundifolius bush savanna.  A.nigrescens on clayey soils associated with dolerite dykes & D.africana,Low mts & hills with strongly-slightly undulating landform.  Deeply incised by spruits to form deep narr,SP01: Sabiepoort,14.46152655,NA,NA,0,yes,-25.38052,32.01201,NA,NA,NA,2023-12-20T00:00:00Z,2025-07-25T00:00:00Z,2023-12-01T00:00:00Z,2025-07-01T00:00:00Z,653.958884,710.7391033,629.7137079,560.2425804,22.05454545,22.12727273,22.44545455,22.59,31.3,32.6,early_wet,dry,101,17,10,314.1592654,0.321492985,230.7241277,0.683096845,NA,NA,-14.46152655,0.039458756,NA,NA,1.033324525,0.536391641,0.655550039,B_2023_144_2025,14,25-Jul-25,10,10,3647.719057,1,4.875,35,1,0.16,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_144_C,-25.37934,32.01184,Bushwillow_C_2025,B_2023_144_2025_C,2025,Bushwillow_C,Crocodile Bridge,2023,NA,NA,female,Shot,adult,25-Jul-25,NA,control,Granite,South,259.9222104,Lebombo South,Dense-moderately dense C.apiculatum/P.rotundifolius bush savanna.  A.nigrescens on clayey soils associated with dolerite dykes & D.africana,Low mts & hills with strongly-slightly undulating landform.  Deeply incised by spruits to form deep narr,SP01: Sabiepoort,84.30479167,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2025-07-25T00:00:00Z,NA,2025-07-01T00:00:00Z,653.958884,NA,NA,560.2425804,22.05454545,NA,NA,22.59,NA,32.6,NA,dry,101,17,10,314.1592654,0.321492985,231.0070056,NA,NA,NA,-84.30479167,NA,NA,NA,0.904207078,0.904207078,0.657786227,B_2023_144_C_2025,14,25-Jul-25,15,0.5,3647.719057,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_15,-25.15009,31.2842,Woody_2025,B_2023_15_2025,2025,Woody,Pretoriuskop,2023,28-Jan-23,25-Jan-23,male,Natural,adult,8-Jul-25,895,carcass,Granite,South,560.6265607,Lowveld Sour Bushveld of Pretoriuskop,Open-dense Terminalia sericea/Dichrostachys cinereatree savanna.  Pterocarpus angolensis is often a prominent tree,Moderately undulating plains below foothills of Great Escarp.(highest areas of landsys),SK01: Pretoriuskop,124.7936758,648.3532715,2191.235352,0,no,NA,NA,NA,NA,NA,2023-01-25T00:00:00Z,2025-07-08T00:00:00Z,2023-01-01T00:00:00Z,2025-07-01T00:00:00Z,727.2266557,647.1735821,925.7168159,644.3796554,21.48686869,21.39545455,21.44090909,23.08,32,32.6,late_wet,dry,337,38,10,314.1592654,1.072704316,292.5967256,NA,-648.3532715,-2191.235352,-124.7936758,NA,1.090011133,1.152280627,0.829356319,1.023882693,0.402141471,B_2023_15_2025,125,8-Jul-25,10,1,3647.719057,0.12,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_19,-23.06706,31.35151,Flats_2025,B_2023_19_2025,2025,Flats,Shingwedzi,2023,23-Feb-23,21-Feb-23,female,Natural,adult,21-Aug-25,912,carcass,Basalt,North,409.2332781,Colophospermum mopane shrubveld on basalt,Dense-moderately dense C. mopane shrub savanna.Dominant grasses:Bothriocloa radicans & Setaria woodii,Flat & level plains related to LTIII erosion surface,LE03: Mooiplaas,1133.617664,2712.178955,3233.879639,0,no,NA,NA,NA,NA,"area partly burned, couldn't do seedlings, browse is still obvious, fire looks weak/stayed low",2023-02-21T00:00:00Z,2025-08-21T00:00:00Z,2023-02-01T00:00:00Z,2025-08-01T00:00:00Z,403.9019436,441.4717784,180.15639,461.4974875,23.81212121,23.71818182,24.04545455,27.4125,35.2,37.6,late_wet,dry,347,31,10,314.1592654,1.104535305,319.3528437,0.039220713,-2712.178955,-3233.879639,-1133.617664,-1.1090848,0.563768478,0.499241826,-1.035630632,-0.270426282,0.238616085,B_2023_19_2025,1134,21-Aug-25,15,1,3647.719057,0.22,5,18,0,NA,0.04,0.08,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_2_C,-25.00564,31.44538,Helgas_C_2025,B_2023_2_2025_C,2025,Helga's_C,Skukuza,2023,NA,NA,male,Poached,adult,9-Jul-25,NA,control,Granite,South,567.5346222,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,493.1832149,2891.829834,3353.413574,0,NA,NA,NA,NA,NA,"n,s,e,w,ne all unsuitable. Had to go 100m SE to find a suitable area",NA,2025-07-09T00:00:00Z,NA,2025-07-01T00:00:00Z,591.3479488,NA,NA,504.8754816,22.27020202,NA,NA,23.6,NA,33.2,NA,dry,50,16,10,314.1592654,0.159154943,301.7014116,NA,-2891.829834,-3353.413574,-493.1832149,NA,0.517960367,0.424374205,0.148324057,0.363552876,0.895543471,B_2023_2_C_2025,513,9-Jul-25,10,2.5,3647.719057,0,0,0,0,0.24,NA,0.06,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_2_C,-25.00564,31.44538,Helgas_C_2025,B_2023_2_2025_C,2025,Helga's_C,Skukuza,2023,NA,NA,male,Poached,adult,9-Jul-25,NA,control,Granite,South,567.5346222,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,493.1832149,2891.829834,3353.413574,0,NA,NA,NA,NA,NA,"n,s,e,w,ne all unsuitable. Had to go 100m SE to find a suitable area",NA,2025-07-09T00:00:00Z,NA,2025-07-01T00:00:00Z,591.3479488,NA,NA,504.8754816,22.27020202,NA,NA,23.6,NA,33.2,NA,dry,50,16,10,314.1592654,0.159154943,301.7014116,NA,-2891.829834,-3353.413574,-493.1832149,NA,0.517960367,0.424374205,0.148324057,0.363552876,0.895543471,B_2023_2_C_2025,513,9-Jul-25,10,5,3647.719057,0,0,0,0,0.24,NA,0.06,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_2_C,-25.00564,31.44538,Helgas_C_2025,B_2023_2_2025_C,2025,Helga's_C,Skukuza,2023,NA,NA,male,Poached,adult,9-Jul-25,NA,control,Granite,South,567.5346222,Thickets of the Sabie & Crocodile River,Moderately dense C. apiculatum/G.bicolor bush savanna with A..exuvialis & A. nigrescens,Slightly-moderately undulating plains which slope down to Sabie R,SK07: Skukuza,493.1832149,2891.829834,3353.413574,0,NA,NA,NA,NA,NA,"n,s,e,w,ne all unsuitable. Had to go 100m SE to find a suitable area",NA,2025-07-09T00:00:00Z,NA,2025-07-01T00:00:00Z,591.3479488,NA,NA,504.8754816,22.27020202,NA,NA,23.6,NA,33.2,NA,dry,50,16,10,314.1592654,0.159154943,301.7014116,NA,-2891.829834,-3353.413574,-493.1832149,NA,0.517960367,0.424374205,0.148324057,0.363552876,0.895543471,B_2023_2_C_2025,513,9-Jul-25,10,15,3647.719057,0,0,0,0,0.24,NA,0.06,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_29_C,-23.89739,31.5514,Windmill_C_2025,B_2023_29_2025_C,2025,Windmill_C,Letaba,2023,NA,NA,male,Natural,adult,28-Jul-25,NA,control,Basalt,Central,350.4948033,Colophospermum mopane shrubveld on basalt,Open - moderately dense C. mopane bush savanna,Dissected & moderately undulating land from Quaternary erosion,LE02: Letaba,655.3706358,6237.34375,6559.162109,0,NA,NA,NA,NA,NA,NA,NA,2025-07-28T00:00:00Z,NA,2025-07-01T00:00:00Z,374.9893524,NA,NA,345.3882005,23.55757576,NA,NA,25.48,NA,36.8,NA,dry,246,36,10,314.1592654,0.78304232,343.6624781,0.947789399,-6237.34375,-6559.162109,-655.3706358,0.51161623,-0.335092359,-1.583480443,-0.151507656,-0.389616057,0.488462044,B_2023_29_C_2025,768,28-Jul-25,10,1,3647.719057,0,0,0,0,0.18,1.58,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_31,-24.70197,31.89919,Vutomi_2025,B_2023_31_2025,2025,Vutomi,Tshokwane,2023,21-Apr-23,17-Apr-23,male,Natural,adult,15-Jul-25,820,carcass,Basalt,Central,473.5326038,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1853.167428,6184.555664,4709.125977,0,no,NA,NA,NA,NA,"slight pit, center has likely shifted every year",2023-04-17T00:00:00Z,2025-07-15T00:00:00Z,2023-04-01T00:00:00Z,2025-07-01T00:00:00Z,642.4674722,893.5575585,571.4666023,584.2068734,22.5969697,22.41818182,22.56363636,23.82,32.3,34.4,dry,dry,85,19,10,314.1592654,0.270563403,327.9489462,1.137833002,-6184.555664,-4709.125977,-1853.167428,0.850615215,-0.321632238,-0.42474837,-2.365843767,-0.56540229,0.589239177,B_2023_31_2025,1853,15-Jul-25,15,0.5,3647.719057,38.84,3.2,2,3,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2023_31_C,-24.7009,31.89983,Vutomi_C_2025,B_2023_31_2025_C,2025,Vutomi_C,Tshokwane,2023,NA,NA,male,Natural,adult,15-Jul-25,NA,control,Basalt,Central,473.5326038,Sclerocarya birrea subspecies caffra /Acacia nigrescens savanna,Acacia nigrescens/Sclerocarya birrea tree savanna.Dichrostachys cinerea prominent shrub,Flat-slightly undulating plains associated with interfluvial areas & related to LT III erosion surface,SA01: Satara,1899.733187,6184.555664,4709.125977,0,NA,NA,NA,NA,NA,NA,NA,2025-07-15T00:00:00Z,NA,2025-07-01T00:00:00Z,642.4674722,NA,NA,584.2068734,22.5969697,NA,NA,23.82,NA,34.4,NA,dry,85,19,10,314.1592654,0.270563403,327.569499,NA,-6184.555664,-4709.125977,-1899.733187,NA,-0.321632238,-0.42474837,-2.451928688,-1.066103099,0.591205189,B_2023_31_C_2025,1853,15-Jul-25,10,0.5,3647.719057,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
