site,nickname,section,lat,long,dis.road.m,soil_type,y_obs,d_obs,est_d_death,cause_death,sex,age_class,date_visit,age_days,type,full_partial,direction,distance,weight,nickname_distance_direction,mean_realArea,mean_realPerimeter,mean_dgciOriginal,mean_dgciCorrected,n_realArea,n_realPerimeter,n_dgciOriginal,n_dgciCorrected,n_leaves_total,n_area_used,total_area_cm2_est,SLA_cm2_g,SLA_valid,SLA_m2_kg,unique_id,dist2road,dist2river,dist2aw,average_precip_16_25,precip_12mo_before_death,precip_12mo_after_death,precip_12mo_before_survey,average_temp_16_24,temp_12mo_before_death,temp_12mo_after_death,temp_12mo_before_survey,temp_max_12mo_before_death,temp_max_12mo_before_survey,season_death,season_survey,ele_density_2017_buf,mass_bones,average_score_bones,frag_count,nonfrag_count,pellets_dung,elephant_dung,pat_dung,zebra_dung,hyena_dung,jackal_dung,carnivore_dung,rhino_dung
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,E,10,5.63,Nhlanganini_10_E,45.19989067,35.44119528,0.416597228,0.141544466,10,10,10,10,10,10,451.9989067,80.28399764,TRUE,8.028399764,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,E,5,4.06,Ntokozo_5_E,33.20689854,32.9215747,0.568983973,0.267007295,10,10,10,10,10,10,332.0689854,81.79039049,TRUE,8.179039049,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_64,Outpost,Pafuri,-22.39239,31.1586683,405,Granite,2022,22-Jul-22,18-Jul-22,Fighting,female,adult,26-Aug-25,1135,carcass,partial,N,24,3.34,Outpost_24_N,27.41603406,29.43467339,0.161409226,0.003069351,10,10,10,10,10,10,274.1603406,82.08393431,TRUE,8.208393431,B_2022_64_2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B_2024_90,Ntokozo,Letaba,-23.92952,31.49867,34,Granite,2024,5/6/2025,5/6/2024,Management,Female,adult,19-Jun-25,409,carcass,partial,N,10,7.83,Ntokozo_10_N,64.7578919,46.37295963,0.502561703,0.238472263,10,10,10,10,10,10,647.578919,82.70484279,TRUE,8.270484279,B_2024_90_2025,34.0677111,9402.871094,2948.120605,450.029723,332.0134277,399.6323657,399.2558179,23.05505051,23.24545455,24.14166667,24.14166667,33.4,35.9,dry,dry,0.728929639,0.32,5,14,0,NA,4.34,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,W,2.5,3.9,Mopane_2.5_W,33.0032111,34.24299583,0.380281814,-0.103822796,10,10,10,10,10,10,330.032111,84.6236182,TRUE,8.46236182,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_37,Nhlanganini,Letaba,-23.86795,31.54198,139,Basalt,2022,4-May-22,28-Apr-22,Natural,male,adult,29-Jul-25,1188,carcass,partial,W,2.5,6.01,Nhlanganini_2.5_W,52.54117818,42.3787961,0.375267071,0.141445341,10,10,10,10,10,10,525.4117818,87.42292542,TRUE,8.742292542,B_2022_37_2025,139.2737201,4837.447266,8105.197266,416.4311916,411.3091843,464.5164974,376.0561886,23.71111111,23.40909091,23.73181818,25.65,34.8,37.1,dry,dry,1.00585924,68.81,3.777777778,24,14,0.02,NA,NA,NA,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,S,15.9,4.3,Mopane_15.9_S,37.96096064,36.37512325,0.420023404,0.059944181,10,10,9,9,10,10,379.6096064,88.28130381,TRUE,8.828130381,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2022_61,Mopane,Shingwedzi,-23.12896,31.43464,524,Basalt,2022,7-Jul-22,7-Jul-22,DCA,male,adult,20-Aug-25,1140,carcass,partial,S,4.8,6.24,Mopane_4.8_S,56.74790468,43.81236271,0.307106417,-0.273539618,10,10,10,10,10,10,567.4790468,90.94215494,TRUE,9.094215494,B_2022_61_2025,524.4575113,1548.173096,2296.010254,373.3621478,400.0614641,348.7654159,409.5820091,23.62474747,23.18636364,23.85909091,27.2625,34.4,37.7,dry,dry,2.247267796,4.82,4.72,87,5,NA,0.8,NA,0.12,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,N,8,5.65,Machalolo_8_N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,N,15.2,3.45,Machalolo_15.2_N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,S,15,3.62,Machalolo_15_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,S,12,8.44,Machalolo_12_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,E,10,7.69,Machalolo_10_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,W,3,5.3,Machalolo_3_W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,W,5,3.61,Machalolo_5_W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2023_66,Machalolo,Letaba,-23.81536,31.49551,1200,Basalt,2023,16-Jul-23,16-Jul-23,Management,female,adult,6-Aug-25,752,carcass,partial,W,14,5.07,Machalolo_14_W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2023_66_2025,1200.249433,4883.600586,7517.097656,426.8250235,473.4461799,275.8268936,383.5587597,23.37676768,23.72727273,23.7,26.475,33.6,36.7,dry,dry,1.177746579,0.34,5,70,0,0.06,0.08,NA,0.08,NA,NA,NA,NA
B_2024_121,Masorini,Phalaborwa,-23.86585,31.285,379,Granite,2024,2/18/2024,2/18/2024,Management,female,adult,30-Jul-25,528,carcass,partial,S,10,7.18,Masorini_10_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2024_121_2025,378.9350086,15239.87012,3607.491455,414.1493912,218.2512126,423.6923668,378.8521454,23.12323232,23.37727273,23.18888889,24.94,33.5,35.9,late_wet,dry,0.541126807,0.92,5,0,0,0.06,0.42,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,N,3.5,22.29,Msinya_3.5_N,30.14396454,29.7534167,0.451318321,0.219667623,10,10,10,10,10,10,301.4396454,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,N,5.6,17,Msinya_5.6_N,28.98532253,31.23558995,0.648338343,0.329186801,10,10,10,10,10,10,289.8532253,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,N,10.5,27.29,Msinya_10.5_N,58.26404661,41.90424289,0.64395747,0.148741022,10,10,10,10,10,10,582.6404661,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,N,15,22.93,Msinya_15_N,36.67596106,34.52545794,0.482505625,0.209957586,10,10,10,10,10,10,366.7596106,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,N,25,40.03,Msinya_25_N,43.10832387,39.1499564,0.532070653,0.215260671,10,10,10,10,10,10,431.0832387,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,S,2.5,20.53,Msinya_2.5_S,33.13489779,31.44407407,0.574737474,0.977047073,10,10,10,10,10,10,331.3489779,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,S,5,22.97,Msinya_5_S,37.8448694,36.53991999,0.604535123,0.191598089,10,10,10,10,10,10,378.448694,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,S,9.5,21.05,Msinya_9.5_S,42.43718762,38.28705132,0.673832281,0.212251681,10,10,10,10,10,10,424.3718762,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,S,15,30.4,Msinya_15_S,27.36058371,33.15013693,0.477579479,0.207057853,10,10,10,10,10,10,273.6058371,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,S,23,27.26,Msinya_23_S,43.04935019,37.68627942,0.506193037,0.214419672,10,10,10,10,10,10,430.4935019,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,E,2.5,18.44,Msinya_2.5_E,31.25985287,34.7559564,0.452556587,0.147487299,10,10,10,10,10,10,312.5985287,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,E,5.5,19.86,Msinya_5.5_E,35.50507251,34.05388671,0.45613545,0.128681238,10,10,10,10,10,10,355.0507251,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,E,10.3,26.05,Msinya_10.3_E,40.2416573,36.4338631,0.591692814,0.17519934,10,10,10,10,10,10,402.416573,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,E,15,17.78,Msinya_15_E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,E,23.7,26.39,Msinya_23.7_E,33.52731881,32.54695366,0.605143666,0.271097754,10,10,10,10,10,10,335.2731881,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,W,2.5,20.39,Msinya_2.5_W,36.19231476,35.28555689,0.476052961,0.224146581,10,10,10,10,10,10,361.9231476,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,W,5,17.53,Msinya_5_W,35.60958511,31.43016336,0.438253484,0.113719358,10,10,10,10,10,10,356.0958511,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,W,13,26.09,Msinya_13_W,38.48603355,37.5198226,0.586636308,0.261414015,10,10,9,9,10,10,384.8603355,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,W,15,24.53,Msinya_15_W,36.98605608,36.73703525,0.464445557,0.1773594,10,10,10,10,10,10,369.8605608,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2022_33,Msinya,Shangoni,-23.06978,30.91227,1090,Granite,2022,4-Apr-23,9-Apr-22,Poached,male,adult,18-Aug-25,1227,carcass,full,W,24,32.99,Msinya_24_W,55.86053022,41.70065797,0.567173615,0.103890405,10,10,10,10,10,10,558.6053022,NA,FALSE,NA,B_2022_33_2025,1089.562752,2585.275391,6672.101074,415.9791191,361.1855645,384.218508,540.3760989,22.95505051,22.53181818,23.08636364,26.125,32.8,36.1,dry,dry,0.353323974,54.33,3.302325581,16,27,0,NA,NA,NA,NA,NA,NA,NA
B_2021_49,Ntshivana,Mooiplaas,-23.32766,31.5426,169,Granite,2021,10-Jul-21,7-Jul-21,Natural,female,adult,14-Aug-25,1499,carcass,partial,S,2.5,4.98,Ntshivana_2.5_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,B_2021_49_2025,168.9993396,8214.838867,2959.027832,416.8094176,536.7172086,445.9968957,431.1295652,23.77171717,23.22272727,23.34545455,26.95,34.2,37.3,dry,dry,1.059971921,0.62,4.833333333,17,1,0.06,1.9,NA,0.18,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,N,3.7,23.99,Nwanetsi_3.7_N,38.1936283,37.0650887,0.469054853,0.268423839,10,10,10,10,10,10,381.936283,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,N,7,26.64,Nwanetsi_7_N,42.86352865,38.92792995,0.448493525,0.121902163,10,10,10,10,10,10,428.6352865,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,N,11,33.74,Nwanetsi_11_N,43.21579806,37.18853498,0.516833092,0.184768788,10,10,10,10,10,10,432.1579806,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,N,15,21.59,Nwanetsi_15_N,35.43743647,38.56627599,0.463699004,0.219354438,10,10,10,10,10,10,354.3743647,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,N,22.5,32,Nwanetsi_22.5_N,30.39930821,30.02505758,0.414980614,0.130365275,10,10,10,10,10,10,303.9930821,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,S,3.3,28.05,Nwanetsi_3.3_S,38.11306872,38.30677093,0.355962496,-0.012482207,10,10,10,10,10,10,381.1306872,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,S,6.4,19.83,Nwanetsi_6.4_S,26.1163341,28.96676235,0.572721128,0.273949008,10,10,10,10,10,10,261.163341,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,S,10.5,26.3,Nwanetsi_10.5_S,41.35697578,37.86046047,0.329342857,0.07017977,10,10,10,10,10,10,413.5697578,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
B_2020_107,Nwanetsi,Satara,-24.45488,31.87908,1114,Basalt,2020,27-Dec-20,23-Dec-20,Natural,female,adult,12-Jun-25,1632,carcass,full,S,15,21.1,Nwanetsi_15_S,23.6511408,27.83050239,0.337511087,0.074120343,10,10,10,10,10,10,236.511408,NA,FALSE,NA,B_2020_107_2025,1113.692624,2793.797852,2802.531738,560.5966357,514.3799787,742.1460314,517.9096079,23.20353535,22.94090909,22.72272727,24.06666667,33.8,35.9,early_wet,dry,0.954929659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
